,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
715,133820,KR7133820001,화인베스틸,KOSPI,,2910,1,55,1.93,2855,2945,2780,506644,1459720115,86665448310,29781941,STK
716,378850,KR7378850002,화승알앤에이,KOSPI,,4560,1,180,4.11,4320,4850,4320,1327272,6131424785,86610920880,18993623,STK
717,007590,KR7007590003,동방아그로,KOSPI,,6350,2,-50,-0.78,6400,6400,6350,3513,22349150,86471613950,13617577,STK
718,058730,KR7058730003,다스코,KOSPI,,4435,2,-35,-0.78,4450,4480,4400,46157,204884630,86025433335,19396941,STK
719,006340,KR7006340004,대원전선,KOSPI,,1194,2,-31,-2.53,1222,1225,1192,360987,434181967,85925653596,71964534,STK
720,044820,KR7044820009,코스맥스비티아이,KOSPI,,8880,2,-30,-0.34,8980,8980,8820,3833,33933840,85282818480,9603921,STK
721,03473K,KR703473K016,SK우,KOSPI,,149100,2,-200,-0.13,150800,150800,148400,431,64199600,84410728500,566135,STK
722,033180,KR7033180001,KH 필룩스,KOSPI,,442,0,0,0.0,0,0,0,0,0,84294994836,190712658,STK
723,025750,KR7025750001,한솔홈데코,KOSPI,,1046,2,-4,-0.38,1047,1049,1040,150505,156989979,84271145854,80565149,STK
724,009440,KR7009440009,KC그린홀딩스,KOSPI,,3755,1,90,2.46,3625,3775,3605,93723,347473185,84243349900,22434980,STK
725,000890,KR7000890004,보해양조,KOSPI,,602,2,-2,-0.33,601,604,597,263684,158364493,83750317658,139120129,STK
726,000850,KR7000850008,화천기공,KOSPI,,38000,2,-250,-0.65,38250,38800,37750,17623,672919800,83600000000,2200000,STK
727,019180,KR7019180009,티에이치엔,KOSPI,,4605,1,15,0.33,4600,4845,4540,685933,3236966300,82890000000,18000000,STK
728,155660,KR7155660004,DSR,KOSPI,,5170,2,-60,-1.15,5230,5260,5110,43621,224731410,82720000000,16000000,STK
729,010660,KR7010660009,화천기계,KOSPI,,3755,1,75,2.04,3765,4065,3615,13574869,52288969200,82610000000,22000000,STK
730,002920,KR7002920007,유성기업,KOSPI,,3180,2,-65,-2.0,3215,3270,3160,60065,193158660,82513050000,25947500,STK
731,021820,KR7021820006,세원정공,KOSPI,,8240,1,410,5.24,8000,8390,7700,74434,601967700,82400000000,10000000,STK
732,338100,KR7338100001,NH프라임리츠,KOSPI,,4415,1,5,0.11,4410,4415,4400,5411,23852020,82383900000,18660000,STK
733,001290,KR7001290006,상상인증권,KOSPI,,758,2,-1,-0.13,757,762,756,30515,23151035,82119536960,108337120,STK
734,009460,KR7009460007,한창제지,KOSPI,,1375,2,-14,-1.01,1389,1389,1355,36231,49727986,82042793250,59667486,STK
735,008250,KR7008250003,이건산업,KOSPI,,7460,2,-70,-0.93,7500,7520,7420,22563,168009880,81706657100,10952635,STK
736,001550,KR7001550003,조비,KOSPI,,15700,2,-220,-1.38,15760,15920,15680,23043,362224540,81518152300,5192239,STK
737,071090,KR7071090005,하이스틸,KOSPI,,4025,2,-200,-4.73,4060,4070,3930,403327,1616714015,81270670775,20191471,STK
738,009320,KR7009320003,대우부품,KOSPI,,1698,2,-38,-2.19,1734,1820,1670,2179861,3843193060,80903544750,47646375,STK
739,004100,KR7004100004,태양금속,KOSPI,,2200,2,-5,-0.23,2205,2290,2165,759535,1689237850,80740000000,36700000,STK
740,025530,KR7025530007,SJM홀딩스,KOSPI,,5400,1,600,12.5,4660,6240,4435,14218975,79664674275,80643643200,14934008,STK
741,069460,KR7069460004,대호에이엘,KOSPI,,1441,2,-2,-0.14,1431,1462,1420,453582,653310592,80631322156,55955116,STK
742,002880,KR7002880003,대유에이텍,KOSPI,,687,2,-25,-3.51,706,718,675,288974,202534077,79645897491,115932893,STK
743,009180,KR7009180001,한솔로지스틱스,KOSPI,,2895,2,-15,-0.52,2905,2910,2820,294886,843715310,79547145375,27477425,STK
744,002795,KR7002791002,아모레G우,KOSPI,,12290,2,-180,-1.44,12380,12450,12190,7824,96050530,79193933300,6443770,STK
745,004410,KR7004410007,서울식품,KOSPI,,211,2,-2,-0.94,214,214,210,1542572,325704552,79073422949,374755559,STK
746,002410,KR7002410009,범양건영,KOSPI,,3165,1,140,4.63,3015,3415,3005,3570543,11564472500,78593223030,24831982,STK
747,003010,KR7003010006,혜인,KOSPI,,6170,2,-80,-1.28,6250,6340,6120,120169,743305750,78437648990,12712747,STK
748,004770,KR7004770004,써니전자,KOSPI,,2240,2,-10,-0.44,2245,2260,2230,144899,325163885,78052824640,34845011,STK
749,041650,KR7041650003,상신브레이크,KOSPI,,3630,1,240,7.08,3395,3730,3350,1368895,4932397905,77941363500,21471450,STK
750,33637K,KR733637K010,솔루스첨단소재1우,KOSPI,,9190,2,-10,-0.11,9240,9250,9140,6162,56521290,77703462610,8455219,STK
751,014440,KR7014440002,영보화학,KOSPI,,3885,2,-25,-0.64,3915,3930,3830,70169,271522690,77700000000,20000000,STK
752,000650,KR7000650002,천일고속,KOSPI,,54000,2,-1300,-2.35,55700,56000,54000,132,7206400,77177880000,1429220,STK
753,006090,KR7006090005,사조오양,KOSPI,,8190,1,190,2.38,8000,8250,7860,30754,249462400,77172232410,9422739,STK
754,004450,KR7004450003,삼화왕관,KOSPI,,35450,2,-1000,-2.74,36450,36700,35450,1541,54981600,76372735550,2154379,STK
755,014130,KR7014130009,한익스프레스,KOSPI,,6360,2,-90,-1.4,6400,6420,6150,77129,484392480,76320000000,12000000,STK
756,069640,KR7069640001,한세엠케이,KOSPI,,2530,1,10,0.4,2520,2615,2520,6412,16414370,76169450060,30106502,STK
757,011390,KR7011390002,부산산업,KOSPI,,71700,2,-400,-0.55,71300,72500,71300,1251,89853000,75715200000,1056000,STK
758,006980,KR7006980007,우성,KOSPI,,24500,2,-800,-3.16,25400,25400,24400,8159,201289950,75705000000,3090000,STK
759,007980,KR7007980006,태평양물산,KOSPI,,1552,2,-12,-0.77,1547,1574,1530,166976,258526530,75483182192,48636071,STK
760,027970,KR7027970003,세하,KOSPI,,1309,2,-23,-1.73,1344,1344,1303,229227,301190264,75349963073,57562997,STK
761,004270,KR7004270005,남성,KOSPI,,2080,2,-5,-0.24,2085,2115,2060,74964,156171420,75321292800,36212160,STK
762,069730,KR7069730000,DSR제강,KOSPI,,5220,2,-50,-0.95,5270,5560,5150,141425,757651910,75168000000,14400000,STK
763,129260,KR7129260006,인터지스,KOSPI,,2525,2,-10,-0.39,2530,2550,2510,87254,220287105,75113381850,29747874,STK
764,134790,KR7134790005,시디즈,KOSPI,,37450,2,-350,-0.93,37850,37900,37250,3452,129292200,74900000000,2000000,STK
765,012160,KR7012160008,영흥,KOSPI,,739,2,-4,-0.54,743,748,738,26631,19766351,74868364908,101310372,STK
766,002630,KR7002630002,오리엔트바이오,KOSPI,,629,1,1,0.16,625,634,620,202885,127161307,74588710145,118583005,STK
767,026940,KR7026940007,부국철강,KOSPI,,3725,1,50,1.36,3675,3780,3600,623328,2310700920,74500000000,20000000,STK
768,021050,KR7021050000,서원,KOSPI,,1567,2,-33,-2.06,1605,1730,1566,5154889,8533386088,74392682530,47474590,STK
769,111110,KR7111110003,호전실업,KOSPI,,7630,2,-120,-1.55,7750,7770,7600,26811,205170640,74392377920,9749984,STK
770,004920,KR7004920005,씨아이테크,KOSPI,,1602,2,-69,-4.13,1672,1672,1562,737262,1194974397,74338181118,46403359,STK
771,143210,KR7143210003,핸즈코퍼레이션,KOSPI,,3395,1,130,3.98,3250,3425,3250,45093,150511105,74225794860,21863268,STK
772,085310,KR7085310001,엔케이,KOSPI,,928,2,-7,-0.75,940,940,924,149291,138871796,74224550656,79983352,STK
773,004830,KR7004830006,덕성,KOSPI,,4730,1,30,0.64,4695,4775,4655,93663,442241860,74166400000,15680000,STK
774,013700,KR7013700000,까뮤이앤씨,KOSPI,,1639,1,9,0.55,1620,1665,1611,97635,159582419,74004586920,45152280,STK
775,000157,KR7000152009,두산2우B,KOSPI,,82800,2,-1000,-1.19,83500,84300,82200,2311,192467500,73943546400,893038,STK
776,357250,KR7357250000,미래에셋맵스리츠,KOSPI,,3645,2,-10,-0.27,3655,3655,3625,3931,14313940,73264500000,20100000,STK
777,034300,KR7034300004,신세계건설,KOSPI,,18270,2,-250,-1.35,18300,18540,18270,6514,119785370,73080000000,4000000,STK
778,100220,KR7100220003,비상교육,KOSPI,,5590,2,-10,-0.18,5560,5620,5550,6842,38087600,72651782190,12996741,STK
779,008420,KR7008420002,문배철강,KOSPI,,3540,2,-70,-1.94,3570,3595,3510,154960,547955310,72582407700,20503505,STK
780,049800,KR7049800006,우진플라임,KOSPI,,3595,2,-5,-0.14,3620,3620,3560,16952,60760435,71900000000,20000000,STK
781,023350,KR7023350002,한국종합기술,KOSPI,,6560,2,-60,-0.91,6680,6680,6550,63109,415802560,71832000000,10950000,STK
782,28513K,KR728513K010,SK케미칼우,KOSPI,,33450,2,-350,-1.04,33900,33900,33400,3941,132320450,70761100050,2115429,STK
783,123700,KR7123700007,SJM,KOSPI,,4505,1,80,1.81,4310,5380,4220,8605606,41842222805,70300065490,15604898,STK
784,000760,KR7000760009,이화산업,KOSPI,,25100,1,1500,6.36,23850,28700,22950,495949,12998849000,70280000000,2800000,STK
785,102280,KR7102280005,쌍방울,KOSPI,,267,1,1,0.38,266,268,262,1822303,481852930,70112098443,262592129,STK
786,004870,KR7004870002,티웨이홀딩스,KOSPI,,629,2,-19,-2.93,650,650,629,270906,172183131,69366070309,110279921,STK
787,012170,KR7012170007,아센디오,KOSPI,,805,2,-10,-1.23,819,819,755,141592,113808933,68095616540,84590828,STK
788,000590,KR7000590000,CS홀딩스,KOSPI,,58300,3,0,0.0,58200,58300,57800,1396,80930000,67306300600,1154482,STK
789,000040,KR7000040006,KR모터스,KOSPI,,698,1,20,2.95,677,705,660,1233836,848732904,67104648570,96138465,STK
790,120115,KR7120111000,코오롱인더우,KOSPI,,24050,2,-300,-1.23,24250,24450,23950,3178,76522650,66567033000,2767860,STK
791,019175,KR7019171008,신풍제약우,KOSPI,,30200,1,100,0.33,30000,30200,29950,2564,77000650,66440000000,2200000,STK
792,003080,KR7003080009,성보화학,KOSPI,,3310,2,-25,-0.75,3325,3325,3280,15756,52107575,66266200000,20020000,STK
793,101140,KR7101140002,인바이오젠,KOSPI,,467,0,0,0.0,0,0,0,0,0,65792982110,140884330,STK
794,014990,KR7014990006,인디에프,KOSPI,,920,2,-27,-2.85,935,951,906,256990,236531485,65055955400,70712995,STK
795,092780,KR7092780006,동양피스톤,KOSPI,,4905,1,45,0.93,4860,4960,4750,143328,700142665,64591296300,13168460,STK
796,012200,KR7012200002,계양전기,KOSPI,,2370,2,-15,-0.63,2395,2405,2340,84430,200905840,64518104730,27222829,STK
797,004440,KR7004440004,삼일씨엔에스,KOSPI,,5060,2,-80,-1.56,5140,5140,5030,7294,37078730,64423651820,12731947,STK
798,005320,KR7005320007,국동,KOSPI,,1114,2,-38,-3.3,1145,1147,1111,241191,271090538,63911878850,57371525,STK
799,000105,KR7000101006,유한양행우,KOSPI,,53900,2,-100,-0.19,54200,54200,53600,144,7728600,63652666000,1180940,STK
800,090370,KR7090370008,메타랩스,KOSPI,,2550,2,-35,-1.35,2575,2590,2520,16647,42227480,63506956950,24904689,STK
801,011420,KR7011420007,갤럭시아에스엠,KOSPI,,2285,2,-25,-1.08,2275,2340,2255,126760,290932925,62950936540,27549644,STK
802,005360,KR7005360003,모나미,KOSPI,,3320,1,5,0.15,3315,3345,3300,32603,108155275,62739059240,18897307,STK
803,009770,KR7009770009,삼정펄프,KOSPI,,25000,2,-200,-0.79,25250,25350,25000,3141,78893550,62499275000,2499971,STK
804,078935,KR7078931003,GS우,KOSPI,,34750,2,-50,-0.14,34800,34800,34500,1585,54875950,62022703500,1784826,STK
805,020760,KR7020760005,일진디스플,KOSPI,,1176,2,-22,-1.84,1198,1199,1142,97917,115028652,60580159416,51513741,STK
806,001140,KR7001140003,국보,KOSPI,,570,0,0,0.0,0,0,0,0,0,60521978130,106178909,STK
807,005110,KR7005110002,한창,KOSPI,,756,2,-9,-1.18,763,767,756,529094,401865653,60023125008,79395668,STK
808,012280,KR7012280004,영화금속,KOSPI,,1120,1,45,4.19,1075,1145,1061,669635,748559862,59801845600,53394505,STK
809,001380,KR7001380005,SG글로벌,KOSPI,,1312,2,-16,-1.2,1345,1345,1310,67481,89117455,58992955616,44964143,STK
810,017370,KR7017370008,우신시스템,KOSPI,,3205,1,95,3.05,3135,3245,3085,113930,361280355,58696543070,18314054,STK
811,010640,KR7010640001,진양폴리,KOSPI,,5860,1,120,2.09,5740,6140,5640,440487,2610481760,58600000000,10000000,STK
812,000950,KR7000950006,전방,KOSPI,,34750,2,-950,-2.66,35250,35250,34750,864,30231500,58380000000,1680000,STK
813,010770,KR7010770006,평화홀딩스,KOSPI,,3970,2,-500,-11.19,4310,4420,3955,1967101,8226140175,58063100020,14625466,STK
814,003560,KR7003560000,IHQ,KOSPI,,239,0,0,0.0,0,0,0,0,0,57908659872,242295648,STK
815,005750,KR7005750005,대림B&Co,KOSPI,,3455,2,-5,-0.14,3460,3495,3425,9103,31419505,57602589200,16672240,STK
816,006805,KR7006801005,미래에셋증권우,KOSPI,,4040,3,0,0.0,4030,4050,4020,21787,87907460,56866030000,14075750,STK
817,001275,KR7001271006,부국증권우,KOSPI,,18600,2,-10,-0.05,18610,18610,18600,333,6196530,55800000000,3000000,STK
818,023150,KR7023150006,MH에탄올,KOSPI,,7480,2,-140,-1.84,7590,7620,7450,21874,163846340,55191374480,7378526,STK
819,051630,KR7051630002,진양화학,KOSPI,,3490,2,-20,-0.57,3510,3580,3440,32117,112415045,55142000000,15800000,STK
820,091090,KR7091090001,세원이앤씨,KOSPI,,254,0,0,0.0,0,0,0,0,0,54838924358,215901277,STK
821,000725,KR7000721001,현대건설우,KOSPI,,51800,1,600,1.17,51200,51800,50600,3085,158157900,54633097400,1054693,STK
822,007610,KR7007610009,선도전기,KOSPI,,3000,0,0,0.0,0,0,0,0,0,54000000000,18000000,STK
823,37550L,KR737550K029,DL이앤씨2우(전환),KOSPI,,25500,2,-300,-1.16,25800,25800,25200,810,20628400,53854750500,2111951,STK
824,152550,KR7152550000,한국ANKOR유전,KOSPI,,769,2,-36,-4.47,797,817,759,24988483,19549312831,53845380000,70020000,STK
825,072130,KR7072130008,유엔젤,KOSPI,,4050,2,-95,-2.29,4320,4580,4035,762766,3300087780,53441588700,13195454,STK
826,005820,KR7005820006,원림,KOSPI,,23200,3,0,0.0,23500,23500,23000,5332,123345500,53312904000,2297970,STK
827,005305,KR7005301007,롯데칠성우,KOSPI,,68300,2,-800,-1.16,69200,69500,67700,3903,265668100,52953673000,775310,STK
828,018500,KR7018500009,동원금속,KOSPI,,1130,1,49,4.53,1080,1136,1070,1111552,1245062964,52833074290,46754933,STK
829,006200,KR7006200000,한국전자홀딩스,KOSPI,,1104,2,-12,-1.08,1116,1116,1090,86924,95602301,51670662144,46803136,STK
830,006570,KR7006570006,대림통상,KOSPI,,3365,1,100,3.06,3280,3430,3280,15453,52129270,51232125000,15225000,STK
831,003925,KR7003921004,남양유업우,KOSPI,,305000,2,-4500,-1.45,302000,308000,302000,150,45503000,50831910000,166662,STK
832,118000,KR7118000009,더메디팜,KOSPI,,563,1,6,1.08,559,579,548,268171,150532321,49923032431,88673237,STK
833,145270,KR7145270005,케이탑리츠,KOSPI,,1009,2,-1,-0.1,1010,1017,1006,42743,43162904,48493320966,48060774,STK
834,001020,KR7001020007,페이퍼코리아,KOSPI,,1018,2,-5,-0.49,1024,1027,1014,57621,58664508,48423012580,47566810,STK
835,000215,KR7000211003,DL우,KOSPI,,28600,2,-500,-1.72,28850,28900,28400,1978,56568150,48222889000,1686115,STK
836,012600,KR7012600003,청호ICT,KOSPI,,2490,0,0,0.0,0,0,0,0,0,47713347630,19161987,STK
837,002690,KR7002690006,동일제강,KOSPI,,2320,2,-25,-1.07,2345,2345,2305,22836,52881310,47096835200,20300360,STK
838,002420,KR7002420008,세기상사,KOSPI,,8320,2,-40,-0.48,8290,8350,8080,2089,17143040,46249615360,5558848,STK
839,044380,KR7044380004,주연테크,KOSPI,,780,1,17,2.23,763,815,759,2897991,2302577733,46175410320,59199244,STK
840,024070,KR7024070005,WISCOM,KOSPI,,2930,2,-80,-2.66,3065,3070,2875,74540,219726350,44906463340,15326438,STK
841,013000,KR7013000005,세우글로벌,KOSPI,,1544,1,34,2.25,1509,1565,1490,325521,500182738,44320567864,28705031,STK
842,155900,KR7155900004,바다로19호,KOSPI,,2900,1,5,0.17,2900,2900,2885,8909,25750710,44080011600,15200004,STK
843,014910,KR7014910004,성문전자,KOSPI,,2260,2,-25,-1.09,2245,2260,2195,931812,2074300845,44040296820,19486857,STK
844,37550K,KR737550K011,DL이앤씨우,KOSPI,,20800,2,-250,-1.19,21100,21100,20550,1391,28903550,43968808000,2113885,STK
845,008775,KR7008771008,호텔신라우,KOSPI,,57600,2,-400,-0.69,57500,57900,57200,338,19437100,43308230400,751879,STK
846,003465,KR7003461001,유화증권우,KOSPI,,2395,1,5,0.21,2385,2395,2385,69,165225,41856037875,17476425,STK
847,010400,KR7010400000,우진아이엔에스,KOSPI,,5490,1,100,1.86,5390,5640,5340,14205,77078120,41844780000,7622000,STK
848,084670,KR7084670009,동양고속,KOSPI,,14400,1,210,1.48,14240,14450,14200,2427,34792780,41696193600,2895569,STK
849,007120,KR7007120009,미래아이앤지,KOSPI,,1485,1,4,0.27,1484,1505,1470,165736,245551962,41407122240,27883584,STK
850,008600,KR7008600009,윌비스,KOSPI,,600,3,0,0.0,609,609,597,77476,46510981,40341623400,67236039,STK
851,001420,KR7001420009,태원물산,KOSPI,,5290,2,-30,-0.56,5330,5420,5210,33577,176286900,40204000000,7600000,STK
852,030720,KR7030720007,동원수산,KOSPI,,8560,1,80,0.94,8510,8560,8380,30320,256843570,39836570800,4653805,STK
853,002070,KR7002070001,비비안,KOSPI,,1329,2,-28,-2.06,1350,1357,1327,52297,69813203,39596212710,29793990,STK
854,006125,KR7006121008,SK디스커버리우,KOSPI,,29100,2,-200,-0.68,29350,29450,29000,2473,72187200,39531040500,1358455,STK
855,093240,KR7093240000,형지엘리트,KOSPI,,1265,2,-29,-2.24,1294,1306,1226,131409,166051307,39410819470,31154798,STK
856,033250,KR7033250002,체시스,KOSPI,,1229,1,89,7.81,1147,1355,1046,14700835,17885709441,39328000000,32000000,STK
857,011090,KR7011090008,에넥스,KOSPI,,653,2,-5,-0.76,653,659,650,40408,26434807,39174541573,59991641,STK
858,084870,KR7084870005,TBH글로벌,KOSPI,,1873,2,-22,-1.16,1903,1912,1861,63151,118815202,39064821987,20856819,STK
859,009140,KR7009140005,경인전자,KOSPI,,24700,1,100,0.41,24500,25000,24250,2213,54122300,38798685900,1570797,STK
860,005030,KR7005030002,부산주공,KOSPI,,486,0,0,0.0,0,0,0,0,0,38288532168,78782988,STK
861,009310,KR7009310004,참엔지니어링,KOSPI,,644,2,-11,-1.68,655,655,640,132586,85486010,37910617836,58867419,STK
862,003680,KR7003680006,한성기업,KOSPI,,5950,1,250,4.39,5730,5980,5650,83442,484468050,36946614250,6209515,STK
863,001770,KR7001770007,SHD,KOSPI,,29650,2,-350,-1.17,30000,30450,29300,15869,469432050,36021132700,1214878,STK
864,088790,KR7088790001,진도,KOSPI,,2870,2,-90,-3.04,2960,2970,2870,33002,96413975,35725025280,12447744,STK
865,025890,KR7025890005,한국주강,KOSPI,,3130,2,-40,-1.26,3160,3170,3050,69710,216964940,35397980670,11309259,STK
866,002870,KR7002870004,신풍,KOSPI,,1000,1,2,0.2,998,1006,992,70395,70438564,34958700000,34958700,STK
867,003475,KR7003471000,유안타증권우,KOSPI,,2645,1,10,0.38,2610,2650,2610,43737,115331940,34152800740,12912212,STK
868,002820,KR7002820009,SUN&L,KOSPI,,2700,2,-20,-0.74,2705,2765,2690,12466,33846260,34041570300,12607989,STK
869,006380,KR7006380000,카프로,KOSPI,,847,2,-8,-0.94,897,955,812,552731,469833751,33880000000,40000000,STK
870,015020,KR7015020001,이스타코,KOSPI,,780,1,32,4.28,752,780,745,350966,267175836,33424248000,42851600,STK
871,019685,KR7019681006,대교우B,KOSPI,,1715,2,-17,-0.98,1732,1732,1713,15018,25836557,33317287850,19426990,STK
872,33626L,KR733626K021,두산퓨얼셀2우B,KOSPI,,11120,3,0,0.0,11120,11120,10950,1303,14369290,33207656000,2986300,STK
873,001465,KR7001461003,BYC우,KOSPI,,149500,2,-2900,-1.9,150100,150500,149000,221,33007000,32200057500,215385,STK
874,00499K,KR700499K014,롯데지주우,KOSPI,,39600,2,-650,-1.61,40300,40300,39600,303,12041000,31901878800,805603,STK
875,001210,KR7001210004,금호전기,KOSPI,,959,2,-11,-1.13,970,970,946,58895,56493455,31861347049,33223511,STK
876,025620,KR7025620006,제이준코스메틱,KOSPI,,7070,2,-190,-2.62,7260,7330,7000,25388,181023240,31707861220,4484846,STK
877,003495,KR7003491008,대한항공우,KOSPI,,28100,2,-100,-0.35,29400,29400,27900,816,23052400,31213311400,1110794,STK
878,004365,KR7004361002,세방우,KOSPI,,8060,1,10,0.12,8050,8100,8040,1666,13451080,29735355000,3689250,STK
879,204210,KR7204210009,모두투어리츠,KOSPI,,3780,2,-45,-1.18,3880,3880,3750,28597,108475005,29585360700,7826815,STK
880,010420,KR7010420008,한솔PNS,KOSPI,,1407,2,-8,-0.57,1415,1420,1407,41949,59299201,28833667884,20493012,STK
881,005257,KR7005252002,녹십자홀딩스2우,KOSPI,,31350,2,-650,-2.03,31900,31900,31250,804,25237700,26521786500,845990,STK
882,45226K,KR745226K018,한화갤러리아우,KOSPI,,9090,2,-80,-0.87,9800,9800,9060,46924,437741030,26401632300,2904470,STK
883,003535,KR7003531001,한화투자증권우,KOSPI,,5000,1,10,0.2,5000,5000,4950,6556,32563820,24000000000,4800000,STK
884,019490,KR7019490002,하이트론,KOSPI,,2470,0,0,0.0,0,0,0,0,0,23739723280,9611224,STK
885,45014K,KR745014K018,코오롱모빌리티그룹우,KOSPI,,9410,1,100,1.07,9590,9590,9390,5029,47507000,23112089200,2456120,STK
886,001795,KR7001791003,대한제당우,KOSPI,,3435,2,-395,-10.31,3665,3830,3325,3050622,10659586860,22268280600,6482760,STK
887,35320K,KR735320K011,대덕전자1우,KOSPI,,10040,2,-120,-1.18,10200,10220,10020,3003,30234890,21039010760,2095519,STK
888,071950,KR7071950000,코아스,KOSPI,,679,2,-5,-0.73,684,684,671,45567,30799610,20985995590,30907210,STK
889,001685,KR7001681006,대상우,KOSPI,,15190,2,-110,-0.72,15550,15550,15130,1318,20024950,20813687370,1370223,STK
890,33637L,KR733637K028,솔루스첨단소재2우B,KOSPI,,10800,2,-60,-0.55,11240,11240,10800,990,10718420,20404980000,1889350,STK
891,108675,KR7108671009,LX하우시스우,KOSPI,,19200,1,200,1.05,19000,19200,18860,1821,34627250,19820736000,1032330,STK
892,002355,KR7002351005,넥센타이어1우B,KOSPI,,3000,3,0,0.0,3005,3020,2990,7540,22569050,19500000000,6500000,STK
893,030790,KR7030790000,비케이탑스,KOSPI,,904,0,0,0.0,0,0,0,0,0,19208323080,21248145,STK
894,000087,KR7000082008,하이트진로2우B,KOSPI,,16460,1,30,0.18,16550,16550,16300,680,11161670,18602071480,1130138,STK
895,010145,KR7010141000,삼성중공우,KOSPI,,161200,1,1400,0.88,159000,161500,159000,297,47494200,18513014000,114845,STK
896,007815,KR7007811003,코리아써우,KOSPI,,6200,2,-50,-0.8,6220,6230,6160,2279,14051650,18381078000,2964690,STK
897,004255,KR7004251005,NPC우,KOSPI,,3300,2,-30,-0.9,3320,3320,3270,10924,35852120,17424000000,5280000,STK
898,000075,KR7000071001,삼양홀딩스우,KOSPI,,55100,2,-100,-0.18,55700,55700,54800,39,2149500,16753595800,304058,STK
899,140910,KR7140910001,에이리츠,KOSPI,,3685,2,-25,-0.67,3655,3715,3635,1729,6333965,16446272920,4463032,STK
900,002025,KR7002021004,코오롱우,KOSPI,,15080,2,-10,-0.07,15080,15250,14970,765,11517640,16231961200,1076390,STK
901,000885,KR7000881003,한화우,KOSPI,,33800,3,0,0.0,33850,33850,33500,585,19697150,16200137200,479294,STK
902,38380K,KR738380K012,LX홀딩스1우,KOSPI,,11030,3,0,0.0,10990,11120,10900,6275,68897380,16162093550,1465285,STK
903,003075,KR7003071008,코오롱글로벌우,KOSPI,,21550,2,-500,-2.27,22100,22100,21550,2340,50734200,15962882350,740737,STK
904,008500,KR7008500001,일정실업,KOSPI,,12900,0,0,0.0,0,0,0,0,0,15480000000,1200000,STK
905,000225,KR7000221002,유유제약1우,KOSPI,,6610,2,-10,-0.15,6740,6740,6460,2553,16736430,14984407300,2266930,STK
906,18064K,KR718064K016,한진칼우,KOSPI,,25600,1,350,1.39,25300,25700,24700,1059,26311800,13741209600,536766,STK
907,36328K,KR736328K013,티와이홀딩스우,KOSPI,,10630,2,-200,-1.85,10900,11290,10630,2278,24514620,13344242940,1255338,STK
908,001067,KR7001062009,JW중외제약2우B,KOSPI,,63500,1,500,0.79,64000,64000,62300,43,2711100,13075666000,205916,STK
909,004105,KR7004101002,태양금속우,KOSPI,,3710,1,5,0.13,3700,3780,3700,19477,72617315,12243000000,3300000,STK
910,00806K,KR700806K010,대덕1우,KOSPI,,9410,2,-260,-2.69,9650,9650,9410,266,2514250,11408279370,1212357,STK
911,005725,KR7005721006,넥센우,KOSPI,,3045,2,-20,-0.65,3070,3070,3025,570,1725035,10963827000,3600600,STK
912,001065,KR7001061001,JW중외제약우,KOSPI,,32250,3,0,0.0,32400,32400,31800,105,3377350,10814231250,335325,STK
913,145995,KR7145991006,삼양사우,KOSPI,,28400,2,-150,-0.53,28300,28450,28200,1582,44803450,10509988000,370070,STK
914,001515,KR7001511005,SK증권우,KOSPI,,2615,2,-15,-0.57,2620,2620,2590,854,2220970,10231224110,3912514,STK
915,004985,KR7004981007,성신양회우,KOSPI,,13770,2,-70,-0.51,13750,13980,13510,11222,152784180,10129831650,735645,STK
916,000995,KR7000991000,DB하이텍1우,KOSPI,,81600,2,-3100,-3.66,86000,86000,81500,1381,114464800,9164985600,112316,STK
917,008355,KR7008351009,남선알미우,KOSPI,,27450,1,2650,10.69,24100,29000,24100,21975,610278200,8451580500,307890,STK
918,009415,KR7009411000,태영건설우,KOSPI,,6490,2,-930,-12.53,8000,8500,6100,578146,4360868930,8450901580,1302142,STK
919,084695,KR7084691005,대상홀딩스우,KOSPI,,9110,2,-270,-2.88,9430,9550,9020,8669,79207550,8321821020,913482,STK
920,007575,KR7007571003,일양약품우,KOSPI,,18650,2,-150,-0.8,18790,18790,18600,99,1842530,8300742000,445080,STK
921,26490K,KR726490K013,크라운제과우,KOSPI,,10730,2,-350,-3.16,10890,10920,10680,33943,365958770,8300298800,773560,STK
922,004835,KR7004831004,덕성우,KOSPI,,5860,1,140,2.45,5730,5900,5650,8530,49237010,8157120000,1392000,STK
923,014825,KR7014821003,동원시스템즈우,KOSPI,,29050,2,-150,-0.51,29250,29250,29050,81,2359500,7672424550,264111,STK
924,00781K,KR700781K015,코리아써키트2우B,KOSPI,,8840,1,10,0.11,8830,9000,8720,2715,23870050,6927899160,783699,STK
925,006345,KR7006341002,대원전선우,KOSPI,,2520,2,-85,-3.26,2600,2600,2520,3529,9009255,6605424000,2621200,STK
926,001755,KR7001751007,한양증권우,KOSPI,,12470,1,110,0.89,12500,12500,12240,56,692060,6546750000,525000,STK
927,005965,KR7005961008,동부건설우,KOSPI,,28750,2,-300,-1.03,29250,29250,28750,360,10375850,6489795000,225732,STK
928,005745,KR7005741004,크라운해태홀딩스우,KOSPI,,10660,1,30,0.28,10750,10750,10550,308,3285390,6403739160,600726,STK
