유동비율,자기자본이익률,자기자본성장률,총자산회전율,매출총이익성장률,총자산이익률,label
986.46,4.69,245.47,23.92,31.17,4.22,0
197.66,0.65,2.58,0.0,-7.93,0.36,0
99.31,0.0,2.32,33.21,69.73,0.0,0
232.55,0.0,14.87,44.3,10.25,0.0,0
176.21,-34.34,-46.16,18.61,-16.82,-12.95,0
154.83,1.83,43.14,0.0,-27.5,1.1,0
58.43,0.81,4.72,0.0,-5.83,0.28,0
138.78,-1.79,-6.87,9.23,-49.76,-1.24,0
126.9,0.0,7.8,23.56,11.4,0.0,0
294.25,-1.02,-9.77,14.47,-34.14,-0.88,0
128.34,0.0,54.46,36.59,108.11,0.0,0
87.39,-0.25,-1.02,0.0,39.0,-0.12,0
1905.69,0.53,-0.68,0.0,12.66,0.41,0
241.53,0.0,6.18,0.0,-2.01,0.0,0
138.77,3.59,6.86,31.13,-8.85,2.02,0
553.72,0.0,7.01,0.0,22.74,0.0,0
69.93,-5.16,-18.72,15.34,-130.57,-3.04,0
157.89,2.42,9.98,0.0,30.13,1.45,0
123.34,6.07,25.56,25.22,-4.72,3.81,0
113.54,2.28,9.2,0.0,272.79,1.14,0
750.05,-3.79,-14.09,10.16,-66.14,-3.19,0
118.95,-9.46,-9.24,8.29,-84.95,-4.87,0
157.29,2.0,81.05,38.29,578.12,0.99,0
286.03,0.92,38.63,9.67,-15.24,0.63,0
199.94,-3.12,-12.37,0.0,-9.22,-1.83,0
214.29,2.24,9.46,29.66,-3.28,1.7,0
288.3,0.09,8.25,12.94,-43.42,0.07,0
94.65,-2.05,-10.12,35.59,-60.4,-0.72,0
97.18,3.57,15.35,0.0,7.57,1.44,0
53.98,1.12,6.9,13.3,-30.62,0.39,0
2029.62,-0.47,34.76,4.91,-26.24,-0.46,1
81.34,0.0,-2.12,34.77,-5.18,0.0,0
277.1,0.65,2.76,33.03,3.44,0.48,1
258.12,0.0,12.37,26.22,25.17,0.0,0
115.14,1.42,3.95,0.0,-13.64,0.96,0
285.96,1.02,5.72,24.57,9.91,0.53,1
487.37,1.22,3.85,0.0,2.97,0.97,0
448.87,0.59,1.12,0.0,-16.74,0.49,0
136.07,3.68,16.63,31.24,-15.61,1.85,0
111.38,0.1,-3.45,0.0,11.7,0.05,0
142.39,0.93,2.9,0.0,2.93,0.52,0
157.85,1.53,5.51,0.0,-30.02,0.88,0
125.17,0.0,7.18,15.74,15.07,0.0,0
1393.71,0.0,10.59,11.73,6.33,0.0,0
160.87,3.63,11.41,0.0,6.12,2.32,0
103.21,-0.41,146.11,24.22,-14.28,-0.19,0
52.66,1.43,10.52,11.96,-7.65,0.9,0
648.32,8.18,264.77,35.53,57.45,6.4,0
136.6,-0.6,7.18,0.0,-42.39,-0.4,0
85.9,1.95,10.4,0.0,4.63,0.9,0
176.63,0.0,11.45,24.43,35.51,0.0,0
133.11,-8.22,-22.32,10.14,-112.55,-4.04,0
67.64,0.0,27.45,19.78,8.93,0.0,0
125.26,1.18,5.24,0.0,11.37,0.69,0
135.17,0.27,1.24,0.0,-14.2,0.19,0
63.4,3.31,18.44,0.0,49.84,1.39,0
455.92,0.0,6.71,11.63,8.94,0.0,0
184.46,0.0,12.4,27.46,-2.2,0.0,0
64.43,1.5,18.61,0.0,7.18,0.99,0
151.65,4.33,18.71,0.0,65.66,2.82,0
2029.62,0.0,309.28,5.87,6.02,0.0,0
127.72,0.0,5.91,13.93,9.81,0.0,0
367.44,1.82,37.83,0.0,24.83,1.27,0
76.91,1.01,26.75,0.0,17.6,0.38,0
67.8,-0.01,-0.3,9.64,50.72,-0.0,0
323.69,1.45,3.83,16.67,-20.73,1.04,0
150.5,-0.02,11.45,0.0,-60.21,-0.01,0
112.33,5.46,21.93,34.5,34.45,1.77,0
136.21,0.81,43.58,13.24,17.76,0.54,0
138.06,-3.32,4.12,16.82,-11.87,-1.77,0
74.95,1.54,50.9,39.3,13.52,0.54,0
144.79,1.65,9.98,15.05,-34.41,1.03,0
112.88,2.86,12.26,0.0,-17.74,1.4,0
28.6,10.73,-72.95,12.25,-19.13,-12.95,0
231.7,2.63,4.91,23.69,16.45,1.96,0
226.37,0.29,-2.1,0.0,-3.8,0.22,0
173.48,0.2,1.07,0.0,2.11,0.09,0
139.99,4.33,18.52,18.66,81.74,1.06,0
80.76,0.0,2.72,5.0,-25.87,0.0,0
161.76,2.21,8.47,30.96,4.14,1.18,0
164.36,0.0,1.51,13.65,-9.8,0.0,0
64.64,10.73,309.28,0.0,54.07,6.4,0
97.79,9.0,44.12,0.0,-10.6,6.29,0
210.59,0.0,7.94,16.9,-22.95,0.0,0
169.53,0.83,7.35,47.79,24.9,0.51,0
147.43,10.27,43.01,0.0,22.95,6.4,0
241.22,1.34,5.32,0.0,10.29,0.76,0
522.2,0.0,5.61,22.1,-24.15,0.0,0
81.67,0.44,14.49,11.74,7.59,0.2,0
63.61,-17.72,-21.91,0.0,-30.96,-6.97,0
87.42,0.34,2.21,20.87,23.23,0.2,0
121.39,0.0,-1.28,22.41,-22.26,0.0,0
231.3,1.24,5.38,0.0,-6.82,0.84,0
219.83,-19.96,-40.15,9.0,-62.58,-12.95,0
84.96,-3.65,-13.37,0.0,25.13,-1.77,0
899.66,0.88,7.81,0.0,89.5,0.85,0
397.12,2.59,23.4,0.0,-1.46,2.07,0
295.64,0.0,-1.19,27.36,-34.83,0.0,0
114.19,0.06,-0.34,25.72,21.87,0.04,0
291.11,0.0,3.14,19.03,10.64,0.0,0
1148.12,-1.15,-5.43,13.12,38.11,-1.09,1
173.07,1.95,4.66,0.0,4.67,1.35,0
298.75,0.0,11.54,28.88,18.14,0.0,0
80.33,-18.75,-34.93,5.86,-53.86,-3.29,0
194.12,0.04,1.9,14.06,-0.94,0.03,0
334.56,6.24,176.13,0.0,21.21,3.19,0
121.6,1.84,50.21,15.93,164.51,0.76,0
183.71,0.0,4.13,30.61,-11.26,0.0,0
242.18,3.52,12.09,0.0,-27.83,2.33,0
306.31,0.0,120.28,29.09,18.18,0.0,0
257.06,0.0,68.05,53.8,17.14,0.0,0
256.67,2.33,7.8,41.51,5.52,1.64,0
134.79,10.73,-72.95,0.0,760.97,-12.13,0
144.26,0.74,14.58,0.0,54.96,0.5,0
311.31,2.69,8.46,0.0,11.31,1.93,0
630.72,0.0,5.36,11.29,-21.81,0.0,0
297.44,0.8,2.3,0.0,22.5,0.57,0
119.71,-2.63,-10.0,7.36,17.44,-1.86,0
249.77,2.04,18.95,34.91,-48.66,1.43,0
345.09,-3.65,-15.81,11.22,-25.42,-3.14,0
55.72,2.49,9.49,0.0,64.62,1.3,0
120.04,-8.04,-15.64,0.0,-37.04,-4.17,0
361.1,0.0,8.17,19.98,11.62,0.0,0
117.0,-4.81,-16.78,0.0,-56.33,-2.19,0
112.13,0.0,2.03,21.28,3.44,0.0,0
64.01,0.33,-0.82,18.67,7.98,0.1,0
56.81,1.25,4.12,15.04,122.55,0.52,1
215.11,-2.77,-10.51,12.11,-29.47,-2.43,0
145.09,0.91,1.96,0.0,13.03,0.53,0
199.92,0.0,5.82,16.36,18.87,0.0,0
274.07,0.8,0.03,0.0,-65.85,0.57,0
176.74,1.03,22.33,0.0,-16.51,0.61,0
133.92,-4.57,61.25,14.07,-6.53,-1.99,0
909.86,1.09,4.46,30.73,6.13,0.97,0
367.94,1.56,6.36,0.0,30.59,1.42,0
410.79,-2.43,-7.16,0.0,91.19,-1.71,0
176.18,2.16,8.53,21.94,0.56,1.24,0
89.41,-4.18,-15.45,0.0,-26.74,-1.81,0
202.66,4.78,63.4,0.0,35.88,2.97,1
150.79,3.22,13.4,0.0,10.0,2.34,0
63.56,-34.34,-69.54,20.97,359.78,-9.46,0
72.59,-2.82,-4.51,12.04,-76.04,-1.03,0
373.77,0.0,5.39,26.93,80.45,0.0,0
280.11,0.59,1.84,19.0,-0.52,0.47,0
72.8,-9.52,-21.23,0.0,-171.86,-3.84,0
76.54,2.04,7.31,8.54,-1.37,1.3,0
635.37,-5.82,49.65,0.0,11.24,-4.75,0
170.54,0.84,1.74,53.8,-2.12,0.49,0
142.48,-1.87,33.16,0.0,14.21,-1.25,0
140.27,-3.39,-13.06,31.63,0.23,-1.49,0
1988.55,0.0,20.49,17.55,12.09,0.0,0
124.41,5.38,22.91,0.0,4.49,2.06,0
41.13,0.32,1.08,0.0,54.5,0.18,0
90.38,0.82,2.64,26.86,79.64,0.3,0
198.65,1.16,2.7,0.0,-19.48,0.83,0
102.74,0.36,-0.19,35.06,10.08,0.18,0
141.95,1.33,2.06,0.0,12.76,0.62,0
845.62,0.0,-1.77,16.85,-11.17,0.0,0
274.38,2.83,10.92,8.29,-0.66,2.38,0
387.48,0.0,22.74,18.55,30.01,0.0,0
136.78,-5.45,-15.49,15.92,-45.47,-3.38,0
392.62,3.58,109.58,23.63,45.91,2.29,0
198.27,-8.28,-26.78,0.0,-6.1,-5.15,0
428.64,-0.35,42.77,5.11,-35.55,-0.29,0
173.52,0.99,5.07,0.0,39.59,0.6,0
443.0,2.82,12.49,0.0,17.51,2.34,0
105.3,-0.47,-2.0,6.18,-65.98,-0.3,0
2029.62,0.0,0.55,4.78,12.76,0.0,0
608.27,0.0,35.37,9.81,6.6,0.0,0
146.53,-1.09,-3.96,13.26,-25.31,-0.71,0
463.83,1.55,4.09,0.0,19.11,1.35,0
118.64,2.06,4.82,12.66,18.44,1.25,0
238.95,0.0,4.22,16.68,-27.89,0.0,0
60.62,-17.14,-51.15,22.49,-272.29,-8.88,0
74.35,0.01,-0.9,0.0,-3.24,0.01,0
191.92,2.73,7.01,0.0,-12.02,2.09,0
1254.8,4.45,7.25,0.0,-13.72,3.86,1
65.31,-6.01,7.8,0.0,31.86,-1.12,0
184.28,-12.2,-20.09,8.21,-74.59,-8.32,0
696.62,4.19,70.01,35.46,4.76,3.76,0
293.48,1.08,2.97,0.0,19.15,0.85,0
696.76,-1.53,42.79,16.61,-114.09,-1.2,0
71.63,-3.07,13.85,0.0,-24.98,-0.73,0
28.6,-2.32,-10.01,0.0,38.46,-0.81,0
138.36,-1.05,34.41,25.91,-11.17,-0.48,0
217.19,2.95,3.03,0.0,12.76,2.4,0
273.92,-1.58,-3.34,9.37,-63.24,-0.95,0
275.82,-4.23,35.37,0.0,-76.2,-3.67,0
2029.62,0.0,111.81,3.17,46.71,0.0,0
385.55,0.72,7.7,0.0,6.55,0.56,0
407.65,5.24,21.71,0.0,14.05,4.21,0
319.95,-1.29,-6.61,15.51,-83.92,-1.05,0
178.64,2.53,7.93,0.0,-6.8,1.71,0
113.84,5.82,24.56,0.0,115.38,2.66,0
79.33,5.86,24.8,29.08,124.04,3.07,0
221.04,0.76,3.23,44.79,49.9,0.5,0
535.41,1.79,53.44,26.78,-31.72,1.43,0
212.55,1.58,-0.1,32.86,11.34,1.01,0
175.32,-2.02,18.86,0.0,-34.12,-0.95,0
339.94,-5.24,-18.98,7.72,101.95,-4.58,0
201.69,2.5,10.51,46.33,40.9,1.86,0
314.83,6.48,309.28,0.0,-322.19,4.59,1
65.22,-13.12,-34.63,0.0,-58.49,-5.31,0
828.34,0.75,2.65,0.0,8.52,0.65,0
155.45,0.9,2.63,0.0,-3.92,0.48,0
319.37,0.0,3.03,22.38,2.95,0.0,0
78.49,0.0,2.07,24.98,-8.4,0.0,0
256.24,1.79,7.18,0.0,11.02,0.87,0
167.46,5.28,17.4,34.67,19.36,2.47,0
117.29,-4.05,16.3,0.0,-47.62,-3.23,0
325.51,0.0,15.92,9.65,-27.95,0.0,0
196.6,2.7,10.41,0.0,1.7,1.89,0
565.82,2.87,15.9,23.45,121.42,2.59,0
96.34,0.63,20.05,0.0,-6.3,0.25,0
740.62,4.43,16.76,16.61,-3.24,3.81,0
136.16,4.57,19.59,22.81,87.87,2.76,0
239.96,1.85,5.99,0.0,64.74,1.3,0
284.07,-1.54,-5.28,0.0,-5.72,-1.11,0
143.13,5.88,27.64,21.08,42.89,2.42,0
398.27,2.69,9.99,0.0,38.19,2.29,0
31.76,0.5,-0.67,26.59,6.59,0.34,0
138.48,-4.79,-16.94,0.0,760.97,-3.74,0
578.42,-3.31,160.42,0.0,23.43,-2.41,0
44.43,0.48,179.75,0.0,33.62,0.1,0
73.21,2.67,8.31,19.55,2.24,1.06,0
190.98,0.0,7.01,31.17,6.08,0.0,0
153.22,-0.03,31.35,13.4,-3.04,-0.02,0
320.02,-24.39,217.81,10.92,-103.38,-12.95,0
121.84,1.61,5.01,0.0,-0.52,0.81,0
59.08,0.0,4.84,8.62,-16.76,0.0,0
180.57,0.0,7.18,20.56,7.11,0.0,0
531.28,5.68,12.6,0.0,-1.83,4.69,0
207.88,-8.76,42.87,5.08,-22.61,-4.98,0
970.32,1.54,36.02,0.0,10.59,1.39,0
164.92,1.74,11.57,24.82,-35.87,0.97,0
134.74,0.41,-5.88,0.0,-14.55,0.33,0
237.53,-4.2,-16.95,0.0,-22.57,-2.78,0
36.04,0.0,65.15,15.9,-23.15,0.0,0
158.58,1.08,1.31,33.57,-24.78,0.76,0
156.31,-10.78,-12.67,0.0,16.31,-7.22,0
873.79,0.48,3.26,0.0,26.15,0.35,0
70.15,0.75,55.37,16.84,-7.04,0.16,0
106.71,2.84,8.06,0.0,9.23,1.34,1
851.02,0.25,56.63,12.86,32.27,0.22,1
155.18,0.0,-21.0,25.26,-11.3,0.0,0
79.77,0.0,-0.51,24.28,-2.02,0.0,0
94.32,0.0,5.38,18.72,-9.06,0.0,0
136.87,-5.79,-4.03,32.65,10.68,-2.59,0
1653.24,1.27,-10.79,0.0,-2.82,1.22,0
933.31,2.7,7.34,0.0,6.57,2.42,0
307.94,0.0,10.28,0.0,10.33,0.0,0
210.44,0.0,1.59,0.0,1.2,0.0,0
54.19,2.41,9.23,0.0,10.8,1.16,0
141.42,0.51,16.75,20.21,15.13,0.29,0
441.0,-2.53,34.68,0.0,4.8,-1.72,1
55.62,-34.34,-72.95,0.0,-322.19,-12.95,0
241.35,-0.66,-2.59,11.92,-15.5,-0.49,0
233.63,1.29,3.24,0.0,-15.12,1.02,0
250.68,0.49,0.46,0.0,-14.16,0.37,0
56.42,2.46,8.52,15.87,62.83,0.44,0
271.37,4.43,11.83,0.0,2.32,3.46,0
61.17,1.62,41.2,3.06,77.37,0.94,0
134.94,-2.93,309.28,9.62,-77.32,-1.37,0
109.51,-0.68,2.33,0.0,16.77,-0.29,0
66.44,2.77,36.12,22.41,5.41,0.81,0
262.55,1.59,6.57,14.02,-270.25,1.35,0
436.13,0.87,11.07,9.59,21.06,0.62,0
189.39,1.25,2.69,0.0,-11.49,0.85,0
181.9,0.68,2.0,25.35,-55.14,0.51,0
124.28,2.53,5.25,0.0,-12.88,1.26,0
152.68,4.0,15.71,0.0,26.69,2.19,0
395.7,3.14,13.17,13.0,25.48,2.76,0
61.53,7.73,27.61,14.92,17.47,3.62,0
97.87,0.12,4.69,7.18,-0.6,0.07,0
132.18,-9.76,-10.01,22.67,-108.79,-4.08,0
137.57,6.1,139.79,36.25,41.71,2.52,0
314.0,3.45,309.28,37.15,41.46,2.2,0
65.09,0.69,5.59,21.04,260.22,0.15,0
216.95,3.29,19.94,0.0,16.17,2.15,0
1136.71,-34.34,-72.95,0.0,-201.09,6.4,1
86.54,-6.85,-19.86,28.85,32.44,-2.29,0
81.37,-34.34,-72.95,0.0,-240.83,-12.95,1
370.97,3.72,14.46,0.0,65.23,2.67,0
76.77,0.38,-0.27,0.0,8.85,0.08,0
280.32,0.0,91.81,13.57,87.7,0.0,0
91.81,0.0,7.0,0.0,-2.15,0.0,0
99.99,3.11,78.6,0.0,17.22,1.64,0
113.96,0.0,-1.68,29.67,-2.02,0.0,0
177.36,4.01,13.17,0.0,25.85,2.68,0
327.97,1.96,7.0,14.48,3.64,1.56,0
106.11,0.0,0.03,13.02,36.77,0.0,0
272.08,1.97,5.82,0.0,0.78,1.58,0
730.81,4.14,14.2,0.0,32.2,3.69,0
425.4,6.36,26.69,47.09,5.64,5.23,0
146.6,0.0,3.57,0.0,22.41,0.0,0
302.42,4.06,13.12,26.86,8.99,3.3,1
335.71,-0.55,40.04,10.98,88.87,-0.5,0
63.2,-3.78,-11.4,0.0,-34.5,-3.27,0
75.51,-6.31,21.49,0.0,-42.56,-4.52,0
735.91,-25.36,-22.5,0.0,-79.78,-12.95,1
69.68,1.43,4.33,19.05,-5.23,0.78,0
178.08,0.0,7.94,26.68,-8.87,0.0,0
210.7,0.0,309.28,32.44,86.3,0.0,0
215.21,-0.98,-3.91,0.0,-45.76,-0.81,0
139.79,0.0,7.5,17.39,20.9,0.0,0
158.78,0.0,1.23,31.43,1.77,0.0,1
106.65,1.24,1.18,16.95,183.63,0.93,0
1123.79,0.46,1.42,0.0,-37.78,0.41,0
360.01,-0.07,0.03,16.56,19.18,-0.06,0
72.22,0.25,-0.09,13.8,1.31,0.13,0
242.13,2.27,9.5,20.16,139.43,1.63,0
76.33,1.4,4.92,0.0,0.81,0.49,0
358.22,0.57,8.98,0.0,14.77,0.38,0
297.29,1.11,2.21,0.0,65.32,0.81,0
80.46,-6.93,-19.32,32.48,-67.75,-2.18,0
2029.62,0.0,3.48,5.93,12.1,0.0,0
362.21,5.79,52.78,28.99,125.12,4.61,0
149.7,3.48,18.78,14.29,7.02,1.6,0
348.56,3.48,14.23,0.0,42.48,2.46,0
922.3,0.0,0.64,8.68,-15.71,0.0,0
210.98,3.87,14.29,0.0,4.08,2.83,0
161.36,2.85,7.52,0.0,-5.83,1.79,0
255.15,4.79,21.21,0.0,52.94,1.8,0
146.51,4.75,31.91,0.0,48.89,2.42,0
71.72,-18.23,-35.45,10.9,-75.05,-6.41,0
188.95,-2.56,-10.64,28.38,-38.89,-1.43,0
122.41,-7.26,-24.84,16.11,11.02,-2.52,0
386.5,5.47,21.2,0.0,56.63,4.84,0
96.71,0.0,26.99,30.22,-7.62,0.0,0
130.95,1.34,16.35,0.0,23.86,0.83,0
74.23,0.8,4.41,25.66,-8.54,0.32,0
225.5,0.0,10.38,19.8,2.71,0.0,0
126.44,2.33,13.63,18.1,11.42,1.65,0
273.24,0.61,8.34,22.68,21.65,0.4,0
110.58,1.28,1.65,11.17,24.57,1.04,0
177.86,0.0,1.53,46.68,39.07,0.0,0
273.86,0.0,81.89,26.48,-13.44,0.0,0
78.83,2.21,8.96,0.0,760.97,1.22,0
151.48,1.06,0.69,27.49,-13.2,0.77,0
112.68,0.14,1.73,39.55,-12.36,0.07,0
669.0,-1.86,-11.11,14.63,18.85,-1.47,0
127.42,2.26,15.71,20.55,-24.91,1.33,0
1233.57,-0.48,-5.13,15.94,-20.22,-0.43,0
72.03,-4.86,-4.52,10.01,-92.97,-2.41,0
192.36,-1.9,-5.81,13.23,-34.96,-1.6,0
112.79,2.23,8.5,0.0,-0.01,1.03,0
92.41,1.83,13.86,23.28,-0.01,0.69,0
85.94,-3.85,-12.23,17.28,-6.67,-2.07,0
71.77,0.3,7.11,0.0,-322.19,0.17,0
98.68,0.92,5.1,9.46,-27.73,0.54,0
99.18,-0.26,-1.25,0.0,-16.96,-0.09,0
42.26,-5.76,4.21,0.0,-4.66,-1.74,0
2029.62,-2.27,208.86,1.97,33.12,-2.01,0
85.91,0.87,-0.23,49.63,7.82,0.31,0
177.48,0.0,4.48,0.0,26.88,0.0,0
434.99,0.0,3.03,11.77,6.95,0.0,0
138.65,0.81,-0.47,38.63,-12.61,0.37,0
100.22,1.22,3.19,0.0,11.48,0.62,0
494.02,0.5,1.94,0.0,40.62,0.37,0
96.97,0.8,0.25,0.0,2.47,0.51,0
739.19,2.21,5.5,0.0,12.24,2.06,0
144.32,0.0,12.48,22.18,37.99,0.0,0
1585.24,-34.34,-72.95,0.0,339.31,-12.95,0
378.31,3.0,10.2,0.0,33.4,2.21,0
277.18,2.75,11.71,15.84,25.87,2.29,0
853.05,1.08,17.94,0.0,-42.56,0.98,0
89.52,-11.49,-37.52,11.27,12.79,-5.95,0
213.28,1.25,15.91,0.0,22.07,0.64,0
500.6,-9.4,49.57,0.0,220.31,-7.56,0
886.03,3.52,151.68,16.53,5.05,2.97,0
585.31,3.07,10.21,0.0,33.1,2.75,0
1347.05,0.88,2.84,0.0,-29.06,0.8,0
130.62,2.87,10.29,0.0,117.29,1.35,0
165.58,0.0,14.3,37.67,-65.77,0.0,0
339.34,2.05,6.06,0.0,3.34,1.72,0
1156.38,-1.53,-15.09,15.58,-53.15,-1.44,0
97.71,2.16,8.09,40.17,19.66,0.84,0
2029.62,0.87,-0.98,0.0,-22.47,0.84,0
382.68,1.09,3.07,20.89,-5.8,0.91,0
58.59,-4.12,19.51,0.0,-131.87,-2.54,0
106.91,0.79,3.16,15.84,306.5,0.41,0
356.63,0.0,-8.14,6.52,-72.37,0.0,0
261.08,1.33,4.09,0.0,0.3,1.15,0
266.57,2.74,18.5,17.35,-51.21,1.94,0
61.22,0.9,-2.09,0.0,-0.49,0.37,0
199.79,0.49,-0.09,3.63,7.84,0.43,0
143.77,-2.56,-11.28,0.0,-4.52,-0.55,0
364.63,1.48,4.76,0.0,19.9,1.09,0
100.84,1.37,6.48,31.76,6.71,0.7,0
225.43,0.0,9.92,23.91,15.39,0.0,0
283.71,2.6,8.44,0.0,26.26,1.89,0
162.4,0.0,4.82,25.52,-5.54,0.0,0
138.36,0.76,-0.38,24.54,43.58,0.43,0
152.72,-0.06,-0.93,0.0,-0.04,-0.04,0
51.92,1.96,4.3,14.24,13.93,1.01,0
337.18,-4.5,-14.54,0.0,-69.46,-3.58,0
153.48,-3.91,-14.82,30.82,-26.86,-2.41,0
179.96,4.97,21.76,37.15,-1.12,2.99,0
195.47,0.74,2.07,20.5,3.72,0.56,0
1830.26,-1.41,-5.18,0.0,-48.31,-1.34,0
538.24,1.31,11.41,0.0,11.29,1.11,0
592.77,0.0,5.43,53.8,-20.16,0.0,0
153.45,5.5,21.82,43.55,21.22,3.67,0
761.88,0.34,0.08,0.0,-34.11,0.32,0
188.07,-13.14,83.32,0.0,-90.89,-6.86,0
278.86,1.99,6.92,28.59,42.24,1.49,0
215.33,4.97,19.01,0.0,-10.19,2.28,0
381.76,5.17,22.25,9.06,-32.26,4.45,0
209.92,6.11,26.7,27.8,42.11,4.12,0
235.17,2.47,6.26,11.39,6.48,2.18,0
179.61,0.0,7.96,0.0,8.78,0.0,0
507.17,1.2,5.75,0.0,-10.55,0.88,0
356.38,0.0,-2.46,15.86,35.82,0.0,0
129.27,0.18,-5.3,12.15,-59.41,0.07,0
153.81,0.0,25.36,53.8,14.36,0.0,0
82.97,-0.02,-0.7,35.99,9.8,-0.01,0
139.97,2.42,5.48,0.0,-21.11,1.21,0
887.11,0.32,1.83,0.0,-0.55,0.3,1
95.63,-1.48,-3.96,0.0,19.3,-0.56,0
57.46,2.36,27.51,25.42,16.84,0.69,0
53.79,0.0,15.62,18.16,30.36,0.0,0
69.3,-6.45,-22.72,0.0,1.44,-3.09,0
132.28,0.51,-23.51,0.0,-22.3,0.18,0
89.34,1.13,5.99,0.0,18.81,0.55,0
89.97,2.64,14.7,0.0,20.92,0.45,0
461.77,2.05,9.44,16.23,-5.23,1.62,0
129.16,-0.22,-2.91,0.0,-54.38,-0.14,0
159.96,10.73,69.12,0.0,-27.08,6.4,0
128.39,-34.34,-27.03,0.0,-322.19,-12.95,1
110.29,0.0,9.54,53.8,-8.06,0.0,0
166.01,1.98,26.1,42.19,34.38,1.33,0
128.63,-0.04,31.02,0.0,-11.41,-0.02,0
49.79,0.75,3.01,7.96,217.89,0.36,0
824.03,1.24,4.54,0.0,22.31,1.08,0
209.42,2.76,0.25,28.7,-22.91,2.05,0
59.07,2.88,12.06,0.0,-31.32,1.23,0
47.72,4.19,23.81,0.0,15.81,1.98,1
463.63,-1.08,-5.68,0.0,-27.2,-0.99,0
1622.65,1.0,3.07,0.0,291.57,0.93,0
201.34,7.96,37.68,32.71,21.4,2.71,0
72.37,0.44,1.81,17.84,10.42,0.17,0
182.19,3.42,35.71,28.76,25.52,1.99,0
120.81,0.0,3.46,48.64,-25.15,0.0,0
54.92,2.38,69.33,25.86,-7.07,0.7,0
328.45,1.03,52.97,20.93,1.64,0.67,0
136.49,0.0,61.75,28.06,-8.69,0.0,0
169.99,0.0,6.6,21.99,12.73,0.0,0
181.09,4.52,17.97,0.0,9.35,3.18,0
269.51,1.16,0.86,0.0,5.01,0.94,0
183.92,0.0,1.47,15.69,-322.19,0.0,0
206.24,3.34,13.74,0.0,6.84,2.21,0
228.46,0.0,7.03,28.75,45.66,0.0,0
269.33,0.0,1.22,16.03,-26.09,0.0,1
157.3,0.0,9.56,25.74,18.81,0.0,0
208.05,0.0,4.47,29.97,-33.01,0.0,0
89.68,0.0,5.42,11.87,-7.33,0.0,0
230.74,2.02,5.88,14.76,6.56,1.59,0
91.13,1.2,10.25,0.0,26.0,0.58,0
152.23,-2.12,7.44,0.0,2.08,-1.0,0
90.64,0.2,0.42,0.0,-2.43,0.08,0
208.84,0.0,33.21,43.25,2.83,0.0,0
32.72,0.1,50.77,0.0,6.06,0.07,0
255.93,2.81,9.3,25.28,38.16,1.72,0
56.94,4.69,19.96,24.04,5.21,1.83,0
198.8,2.25,-0.5,0.0,-0.22,1.49,0
156.38,1.18,4.09,46.13,-8.01,0.86,0
150.23,-1.77,-6.73,10.1,-43.02,-0.91,0
1137.27,-0.42,123.54,17.11,71.62,-0.33,1
69.54,0.19,0.71,18.16,-2.16,0.08,0
397.12,1.61,0.93,0.0,50.37,1.19,0
418.01,0.0,3.79,12.94,-23.21,0.0,0
813.29,1.92,6.55,14.77,-4.49,1.71,0
227.33,0.0,7.12,12.04,40.03,0.0,0
57.25,0.0,14.27,0.0,14.96,0.0,0
82.28,3.29,3.14,0.0,7.0,1.37,0
156.18,10.73,76.47,18.48,59.46,6.4,0
156.77,5.05,25.33,0.0,189.54,2.69,0
185.37,-1.35,-7.85,29.7,-23.35,-0.81,0
977.89,2.25,4.37,0.0,-0.44,2.04,0
80.7,0.74,1.3,0.0,-15.62,0.36,0
127.38,0.0,13.35,13.36,13.85,0.0,0
149.19,0.14,-1.35,17.95,11.9,0.1,0
1050.42,3.3,12.92,0.0,126.31,3.12,0
411.65,0.79,1.39,45.75,5.1,0.69,0
137.7,0.0,5.84,21.63,21.96,0.0,0
195.74,1.13,-14.51,0.0,-11.83,0.94,0
35.7,-2.34,13.6,22.76,-39.33,-0.47,0
395.15,0.02,1.7,0.0,-9.94,0.02,0
920.81,10.73,-24.22,0.12,213.95,6.4,0
35.8,-0.62,-3.93,0.0,0.82,-0.21,0
121.38,0.43,-0.33,0.0,19.48,0.25,1
64.62,1.99,8.63,34.3,-6.39,0.96,0
63.65,1.85,1.66,0.0,6.12,0.84,0
100.7,0.0,-4.06,51.85,12.71,0.0,0
746.28,-0.05,0.03,0.0,35.56,-0.04,0
150.96,1.32,-4.03,20.6,-0.37,0.49,0
289.92,-8.67,-24.87,0.0,-33.3,-6.63,0
135.66,-0.13,-7.95,24.42,-10.9,-0.09,0
137.74,-0.95,-9.07,14.57,-19.46,-0.43,1
106.49,1.38,5.4,0.0,20.23,0.66,0
96.85,0.0,3.95,0.0,-15.12,0.0,0
138.57,0.98,2.87,22.98,-21.05,0.65,0
110.03,1.27,4.11,34.01,9.72,0.56,0
141.39,-0.65,-3.49,0.0,-0.82,-0.45,0
243.32,7.17,30.71,0.0,44.28,5.31,0
429.46,0.95,48.08,0.0,-18.92,0.74,0
333.95,3.83,2.57,0.0,-20.15,2.75,0
240.54,5.46,26.69,0.0,76.44,3.92,0
47.63,1.8,3.46,0.0,10.36,0.98,0
317.16,6.81,28.48,0.0,24.67,4.71,0
736.26,0.0,6.85,15.76,27.81,0.0,0
69.22,4.29,12.43,0.0,9.8,2.05,0
107.88,-1.21,7.24,0.0,-19.05,-0.67,0
