유동비율,자기자본이익률,자기자본성장률,총자산회전율,매출총이익성장률,총자산이익률,label
58.88,3.38,-72.81,22.39,2.03,1.42,0
90.0,3.7,24.66,0.0,-10.07,1.78,0
103.61,-6.15,-21.25,0.0,-96.41,-4.38,0
236.7,4.83,26.58,0.0,399.13,3.35,0
393.81,3.65,13.19,0.0,760.97,1.15,0
431.12,-0.88,5.52,21.58,-9.35,-0.73,0
90.46,0.7,19.33,0.0,28.35,0.18,0
111.16,-3.72,18.33,0.0,-322.19,-1.67,0
129.06,2.58,7.63,13.33,49.54,1.72,0
714.51,4.68,18.54,0.0,60.35,4.21,0
203.96,0.89,3.82,0.0,-22.02,0.52,0
49.07,-15.67,-14.93,0.0,-41.49,-4.03,1
99.43,0.03,1.32,25.45,6.36,0.01,0
202.93,2.25,6.14,28.35,5.32,1.76,0
274.79,-11.33,-5.39,2.34,28.47,-6.92,1
363.11,1.38,89.57,0.0,94.87,1.21,0
527.87,0.0,123.12,32.37,56.13,0.0,0
170.1,-6.01,-16.01,7.03,-122.74,-3.17,1
269.91,-0.31,54.35,0.0,24.4,-0.19,0
207.98,0.85,80.42,20.06,-12.47,0.47,0
145.19,8.32,36.31,0.0,165.96,6.4,0
102.66,6.68,39.32,0.0,78.13,2.42,0
48.69,-1.08,-1.39,0.0,-13.98,-0.39,0
136.81,-0.71,-2.75,9.91,14.02,-0.42,0
157.56,4.38,17.82,30.28,16.28,2.75,0
276.69,-0.75,-5.98,16.17,-84.97,-0.63,0
208.66,1.99,11.08,18.28,165.92,1.27,0
95.11,0.16,0.63,47.63,-2.35,0.06,0
124.27,0.36,-1.75,0.0,69.96,0.23,0
461.96,1.31,7.41,0.0,-20.65,1.02,0
43.56,-1.63,-18.07,28.42,-25.96,-0.78,0
142.69,-34.34,-67.97,0.0,-40.92,-12.95,0
779.74,-8.82,138.43,14.98,2.46,-7.08,0
95.69,-4.59,-22.88,9.35,-164.34,-3.31,0
87.82,3.11,9.02,0.0,-18.64,1.56,0
193.95,0.69,1.92,28.01,49.27,0.49,0
135.47,1.02,3.22,24.55,-3.07,0.73,0
247.24,1.18,1.6,0.0,-8.13,0.68,0
909.28,0.97,3.94,15.14,139.81,0.9,0
34.6,6.86,128.0,38.75,157.45,1.38,0
1740.79,3.85,212.85,13.45,20.89,3.45,0
161.4,3.38,14.4,0.0,13.31,1.7,0
117.77,-0.97,7.67,6.41,45.27,-0.5,0
183.23,1.29,2.97,0.0,13.65,0.75,0
186.01,3.74,14.97,25.09,-9.77,2.65,0
154.96,0.1,-1.06,10.75,-12.02,0.07,0
126.68,7.27,35.4,0.0,59.59,2.7,0
1111.22,0.0,139.71,18.75,42.81,0.0,0
126.55,3.02,11.31,0.0,-2.6,1.54,0
48.85,0.48,0.6,0.0,-20.96,0.21,0
68.83,-2.31,-14.64,31.78,-10.84,-0.98,0
198.79,1.09,16.94,23.96,-44.59,0.48,0
223.94,0.0,3.01,25.19,-2.85,0.0,0
220.58,0.93,1.63,0.0,-7.43,0.79,0
87.76,-20.22,-72.95,26.82,-152.35,-3.26,0
287.87,-1.32,-6.72,0.0,-10.75,-0.76,0
301.78,0.52,0.96,15.37,-72.35,0.41,0
591.08,0.95,-8.64,0.0,7.03,0.8,0
102.63,0.0,-0.88,29.2,-19.81,0.0,0
504.93,0.0,1.68,19.19,-25.83,0.0,0
81.36,-3.06,-14.74,0.0,-18.9,-1.12,0
106.8,-2.26,-12.71,18.89,-50.39,-0.96,0
146.12,0.0,28.5,15.13,-11.98,0.0,0
910.56,0.0,2.45,8.78,-55.07,0.0,0
161.64,0.0,13.85,0.0,-6.3,0.0,0
121.94,1.34,13.49,14.12,29.05,0.71,0
121.21,-1.83,8.13,0.0,-46.2,-0.82,0
143.0,-5.23,48.82,20.07,-39.44,-3.43,0
106.35,2.62,7.02,0.0,86.74,1.54,0
93.03,-1.11,-2.72,0.0,-23.42,-0.6,0
190.88,0.91,7.63,0.0,1.81,0.67,0
908.95,1.4,74.03,0.0,9.26,1.13,0
148.11,6.41,25.94,0.0,31.79,4.66,0
274.7,0.87,108.17,0.0,357.87,0.58,0
525.51,-9.24,283.72,6.17,-19.5,-4.51,0
91.22,-1.54,-7.3,0.0,-17.13,-0.79,0
213.6,1.01,1.52,0.0,20.63,0.69,0
104.48,0.22,-1.05,14.91,12.77,0.1,0
85.7,2.86,12.29,13.28,-10.15,1.9,0
253.61,2.44,81.68,0.0,13.84,1.34,0
124.39,0.68,3.89,0.0,8.16,0.48,0
162.49,1.06,4.17,0.0,6.11,0.62,0
70.91,-13.28,-42.26,0.0,84.1,-5.55,1
84.56,2.06,5.66,0.0,-31.75,1.03,0
847.14,0.0,7.36,14.04,20.75,0.0,0
503.28,-0.63,177.16,11.17,27.03,-0.48,0
110.77,0.24,-2.36,0.0,11.49,0.13,1
182.07,3.69,13.17,0.0,-3.27,2.76,0
2029.62,0.0,37.35,0.0,45.73,0.0,0
54.52,2.15,8.98,0.0,8.89,1.34,0
142.06,4.53,13.57,0.0,8.73,1.87,0
183.22,1.78,3.87,0.0,-0.22,0.99,0
54.59,-9.78,-33.05,28.98,-3.78,-2.89,0
181.79,-6.99,-23.94,4.91,348.74,-4.75,0
114.46,0.0,5.54,12.98,-10.32,0.0,0
354.67,1.12,3.85,0.0,-29.8,0.84,0
2029.62,1.0,1.91,0.0,-7.13,0.95,0
55.4,0.0,1.51,0.0,-12.32,0.0,0
119.99,-5.82,-11.46,0.0,-57.13,-2.33,0
384.28,0.9,5.71,0.0,-3.76,0.59,0
81.53,-0.26,8.83,13.03,282.24,-0.14,0
122.98,2.72,9.62,33.21,-4.6,1.2,0
101.69,0.88,-2.71,12.89,-46.44,0.65,0
163.86,0.07,0.19,0.0,-4.93,0.04,0
100.41,-2.55,-8.56,0.0,-173.85,-1.99,1
41.44,10.73,-72.95,0.0,-322.19,-12.95,1
72.89,1.09,3.36,0.0,17.33,0.45,0
137.92,0.55,1.35,0.0,-21.81,0.34,0
90.11,1.67,13.16,0.0,22.65,0.77,0
324.96,-5.94,12.18,15.59,19.11,-3.03,0
239.2,0.29,0.01,19.43,-29.11,0.23,0
116.67,-1.01,-1.73,0.0,24.14,-0.69,0
81.99,-5.57,19.42,0.0,-66.68,-2.61,0
813.53,3.88,41.7,0.0,-16.87,3.28,0
115.82,-4.63,-17.68,0.0,-42.05,-1.16,0
47.28,-9.0,-31.58,5.8,38.98,-4.24,0
143.28,1.78,4.97,26.85,5.1,0.93,0
101.89,-0.3,-2.21,13.2,-63.14,-0.24,0
40.61,-20.12,-24.5,0.0,0.51,-12.18,0
266.81,6.33,17.65,35.2,2.55,4.69,0
112.64,4.81,21.06,0.0,16.89,3.39,0
239.72,4.47,20.79,0.0,24.14,3.97,0
139.9,-0.96,-2.19,0.0,-26.28,-0.58,0
95.6,1.33,5.4,9.06,-14.06,1.04,0
185.48,1.25,3.9,31.11,1.67,0.68,0
606.8,-0.44,-5.74,0.0,-31.71,-0.4,0
137.91,-3.28,-19.17,0.0,-2.68,-1.91,0
143.0,4.66,19.31,18.63,23.71,2.78,0
68.85,-16.12,-4.62,12.29,-36.56,-4.24,0
246.16,-7.4,223.56,0.0,-0.84,-4.2,0
92.88,1.2,6.16,20.22,7.68,0.61,0
173.94,1.03,4.6,0.0,581.2,0.56,1
86.38,-0.02,0.18,0.0,-12.44,-0.01,0
265.15,-7.8,-24.5,0.0,-72.44,-6.66,0
127.58,4.41,21.33,0.0,49.23,2.49,0
1539.01,-0.93,-5.45,0.0,3.35,-0.9,0
165.61,1.37,4.58,0.0,9.98,0.92,0
139.4,2.93,10.36,20.91,59.64,1.41,0
120.33,0.02,2.0,20.52,11.85,0.01,0
253.78,3.68,13.29,18.66,12.17,2.79,0
100.1,0.56,-2.1,0.0,-25.19,0.35,0
287.61,4.1,14.11,38.2,2.25,2.91,0
40.32,-2.17,50.62,15.01,-43.16,-0.67,0
58.39,-9.01,-30.06,10.71,8.94,-5.2,0
137.49,-2.22,-12.44,19.65,-9.41,-1.36,0
266.33,2.86,4.13,0.0,3.46,1.88,0
145.19,5.52,71.23,0.0,113.48,2.71,0
160.59,0.0,3.09,27.22,30.41,0.0,0
457.25,10.73,48.64,0.0,59.17,6.4,0
224.43,2.61,13.22,18.54,-2.64,1.71,0
175.08,4.46,18.02,53.8,15.06,2.09,0
282.44,1.5,4.2,41.33,-1.78,1.2,0
116.39,4.33,40.73,0.0,-322.19,1.99,0
86.94,3.16,-9.64,0.0,-3.16,1.42,0
346.77,0.0,121.8,23.86,12.68,0.0,0
305.68,0.0,18.18,23.55,35.62,0.0,0
341.84,0.38,-1.72,0.0,-103.72,0.27,0
93.48,-5.67,-20.44,0.0,-19.19,-3.83,0
396.11,-0.35,-13.72,22.37,-74.13,-0.3,0
179.42,0.72,23.61,20.78,-15.77,0.48,0
264.39,1.07,4.19,0.0,35.87,0.72,0
124.81,-2.89,10.12,0.0,-35.23,-1.98,1
57.4,0.77,2.81,0.0,-13.74,0.39,0
486.38,0.16,1.59,0.0,51.6,0.11,0
343.0,2.99,8.66,0.0,-26.36,2.42,0
334.29,0.0,4.45,20.2,1.26,0.0,0
120.69,-1.81,37.68,0.0,-62.86,-0.68,0
107.15,0.0,-0.48,0.0,-27.55,0.0,0
61.04,-1.0,15.61,0.0,-29.26,-0.32,0
245.27,0.78,8.25,0.0,-18.76,0.54,0
461.67,4.92,309.28,21.35,187.16,3.8,0
347.5,-1.96,-6.97,12.7,-10.51,-1.58,0
246.29,-1.99,-2.59,6.28,-19.69,-1.37,0
201.04,5.67,17.3,28.06,38.07,2.95,0
380.74,-34.34,24.43,0.12,-84.32,-12.95,1
207.14,0.54,1.13,0.0,8.77,0.36,0
145.55,0.84,1.64,0.0,-32.41,0.51,0
1480.89,-7.92,-27.35,14.64,-80.04,-7.41,0
195.97,1.42,7.75,0.0,2.17,1.06,0
664.85,-5.33,-3.73,0.0,-25.4,-4.4,0
149.71,-1.03,2.62,0.0,65.97,-0.54,0
91.57,-4.53,-16.61,0.0,-53.27,-2.27,0
504.38,-3.53,6.96,33.4,33.33,-2.77,0
158.67,3.42,13.25,0.0,-6.61,2.62,0
72.6,-34.34,-72.95,34.86,-92.79,-8.9,0
579.55,6.08,23.51,18.48,-2.42,5.33,0
87.48,0.66,17.75,0.0,0.8,0.34,0
191.9,4.95,38.97,34.92,97.41,3.87,0
446.64,0.43,0.38,0.0,-48.27,0.35,0
86.27,-8.39,-21.49,0.0,698.92,-2.38,0
175.35,2.22,9.22,0.0,34.05,1.13,0
68.39,0.52,4.04,8.71,10.9,0.33,0
669.62,-3.34,-8.42,0.0,-74.01,-3.11,0
182.37,0.28,0.84,0.0,-26.78,0.15,0
1567.85,-0.34,81.83,0.0,-48.1,-0.31,0
141.87,0.08,-0.39,35.3,-1.5,0.04,0
933.58,4.53,17.88,15.16,-1.33,4.38,0
156.35,3.04,4.57,29.67,2.35,0.93,0
209.22,-1.44,84.24,21.51,-0.03,-0.88,0
46.21,2.02,12.22,8.09,23.09,1.23,0
114.06,-0.04,-5.64,30.28,15.91,-0.02,0
238.11,-6.06,-16.38,16.03,143.15,-4.28,0
235.02,0.88,1.06,0.0,44.34,0.66,0
80.33,-0.09,-2.12,29.36,7.68,-0.04,0
177.86,2.32,5.39,0.0,9.68,1.11,0
107.46,-0.95,4.79,12.3,-21.27,-0.56,0
265.76,0.1,-0.56,10.32,22.03,0.08,0
406.04,3.28,18.51,14.61,-10.61,2.76,0
71.15,-14.65,-5.12,0.0,-51.03,-8.12,1
158.23,-9.63,-12.25,0.0,-79.88,-5.42,0
388.07,3.38,16.23,21.62,28.73,2.15,0
91.74,-9.79,39.57,8.8,4.38,-4.83,0
277.7,6.29,29.11,10.21,201.38,4.35,0
129.12,2.1,8.32,0.0,14.56,0.77,0
885.0,1.59,8.85,10.65,-6.47,1.4,0
37.3,0.35,0.98,0.0,-198.89,0.2,0
128.5,1.08,-2.83,0.0,12.69,0.54,0
119.56,0.0,7.69,29.63,-10.71,0.0,0
1756.9,0.0,0.47,4.44,-13.91,0.0,0
656.04,2.24,1.35,0.0,13.96,2.02,0
345.92,0.58,1.6,0.0,31.51,0.51,0
145.75,0.2,0.63,0.0,23.68,0.13,0
136.14,-2.86,-13.01,0.0,-72.77,-2.03,0
87.83,1.41,4.67,0.0,65.73,0.93,0
314.42,0.0,3.89,18.05,-0.01,0.0,0
93.89,0.51,-2.05,0.0,-59.82,0.25,0
78.47,-1.18,-5.76,0.0,-12.28,-0.48,0
943.11,0.5,-0.46,7.16,-0.76,0.44,0
87.23,-2.16,-7.71,12.35,19.94,-0.82,0
241.44,0.96,3.9,14.87,591.14,0.67,0
282.26,-1.85,-3.37,15.24,-34.3,-1.69,0
252.23,0.09,-2.01,0.0,-39.24,0.06,0
938.44,3.58,14.66,11.91,-322.19,3.25,0
68.31,-6.9,113.03,21.55,760.97,-1.25,0
31.54,-3.98,-15.15,0.0,-72.76,-1.41,0
225.82,-34.34,309.28,6.19,-89.42,-12.95,0
156.63,0.0,23.42,30.07,20.92,0.0,0
103.78,1.4,-4.06,0.0,5.75,1.07,0
75.43,-11.02,-32.01,14.24,-31.83,-4.38,0
89.73,-5.74,143.1,3.02,-61.94,-2.21,0
430.89,6.49,82.59,0.0,43.49,4.74,0
1062.9,-0.7,-2.99,0.0,-47.89,-0.68,0
209.34,-7.75,-26.84,0.0,-51.1,-5.75,0
1291.08,1.49,4.17,0.0,-3.89,1.37,0
482.07,1.46,4.32,18.18,56.83,1.25,0
157.5,3.94,13.49,29.52,15.98,2.36,0
481.49,1.55,0.6,0.0,-82.37,1.23,0
69.03,2.8,12.24,24.36,8.3,1.45,0
208.27,2.61,8.85,53.8,-3.32,1.72,0
620.31,1.04,-0.11,0.0,-15.02,0.94,0
165.72,0.06,-0.82,27.26,-11.91,0.04,0
108.0,-3.61,-8.9,0.0,2.42,-1.14,0
412.45,1.0,4.07,5.58,-54.77,0.87,0
202.19,2.49,10.47,30.8,25.9,1.35,0
347.85,-0.15,-0.44,18.01,-5.38,-0.1,0
99.25,3.28,45.71,0.0,-0.66,1.45,0
886.04,0.87,-2.39,0.0,-8.47,0.8,0
140.5,0.26,3.9,38.39,79.95,0.12,0
512.09,1.74,5.5,21.82,2.21,1.5,0
81.68,1.79,4.83,0.0,10.92,0.81,0
181.96,4.12,42.9,0.0,45.13,2.32,0
117.85,0.0,15.31,34.44,9.98,0.0,0
179.3,-6.08,47.42,6.66,8.36,-3.42,0
745.47,2.28,5.96,0.0,15.06,1.96,0
105.26,-0.03,-2.5,18.28,-8.15,-0.02,0
124.75,0.17,3.95,16.14,9.16,0.09,0
896.15,2.94,5.26,0.0,-15.49,2.59,0
114.09,-1.36,-4.29,0.0,-78.92,-0.75,0
189.95,1.63,4.26,0.0,-13.87,1.1,0
331.12,1.37,3.95,17.1,-5.89,1.09,0
446.84,0.95,20.83,0.0,36.0,0.72,0
218.84,5.65,8.92,0.0,-0.23,3.28,0
172.51,-5.97,4.22,10.82,3.06,-3.56,1
534.58,1.15,31.43,0.0,-9.72,0.97,0
31.17,0.49,0.15,31.93,4.21,0.37,0
110.94,0.0,14.5,17.95,-34.15,0.0,0
795.04,2.67,3.05,0.0,1.87,2.28,0
39.16,-19.76,-56.8,0.0,16.14,-12.07,0
113.88,9.76,79.02,0.0,150.71,3.36,0
46.11,0.48,-0.22,0.0,-39.57,0.22,0
86.94,0.0,5.87,22.34,10.91,0.0,0
155.27,2.21,9.23,0.0,-16.71,1.44,0
72.42,-7.23,-23.02,13.51,-4.45,-4.86,0
121.41,0.23,-1.91,0.0,-7.88,0.12,0
205.64,3.21,98.68,0.0,-322.19,2.01,1
66.87,-3.34,-14.73,10.93,-45.72,-1.0,0
48.71,-34.34,-72.95,0.0,-85.78,-12.95,1
255.71,-9.91,65.68,18.4,-35.13,-5.94,0
190.41,1.36,2.17,18.86,-8.5,0.88,0
741.18,3.69,11.15,0.0,-13.17,3.2,0
124.52,-7.1,-1.45,0.0,-6.78,-3.38,0
801.13,-0.25,9.53,0.0,5.53,-0.23,0
177.84,4.49,14.96,0.0,6.67,2.79,0
118.2,1.64,2.63,0.0,30.64,1.18,0
128.86,0.55,-0.79,0.0,12.62,0.32,0
55.01,1.29,4.57,0.0,118.67,0.68,0
169.08,-0.29,-1.82,0.0,-2.72,-0.2,0
182.74,0.0,14.84,0.0,-5.31,0.0,0
172.49,-9.93,-26.15,0.0,41.09,-7.15,0
183.22,-1.82,17.76,0.0,41.96,-1.14,0
108.2,3.75,29.97,22.44,-12.67,1.22,0
73.23,3.14,6.4,14.62,23.65,2.0,0
463.9,6.04,37.99,23.04,41.06,5.07,0
58.05,-2.17,-9.52,0.0,-44.46,-1.07,0
92.72,0.0,6.46,25.28,-3.15,0.0,0
160.61,0.94,2.32,0.0,-20.27,0.56,0
90.71,0.75,19.33,0.0,-28.57,0.36,0
84.02,7.25,46.47,43.59,21.81,2.16,0
1851.85,1.97,-0.35,0.0,10.23,1.86,0
806.23,2.27,5.6,0.0,2.36,2.06,0
275.14,0.0,97.08,0.0,50.64,0.0,0
167.46,-0.1,-2.01,9.37,-6.7,-0.06,0
197.69,3.55,6.77,27.92,77.2,2.24,0
382.26,5.89,25.38,0.0,379.78,4.69,0
135.1,0.78,-3.18,0.0,-9.06,0.49,0
60.43,1.42,4.99,0.0,-0.28,0.7,0
151.4,0.23,0.45,0.0,-29.55,0.13,0
709.55,-17.68,156.37,0.0,-47.38,-5.98,0
254.91,-1.0,-3.91,0.0,-35.3,-0.7,0
240.45,1.66,5.55,0.0,13.36,1.42,0
156.17,1.52,4.62,0.0,21.89,1.06,0
95.2,-11.53,66.67,0.0,-36.86,-3.22,0
342.79,2.96,3.33,0.0,-13.51,2.46,0
178.52,0.43,7.56,3.34,19.74,0.28,0
376.57,6.0,20.02,0.0,51.24,4.8,0
163.79,6.86,56.07,5.3,151.86,5.05,0
54.23,0.55,1.36,9.08,8.62,0.27,0
111.27,0.63,5.12,0.0,106.32,0.27,0
321.82,4.17,18.6,19.09,-13.28,2.36,0
59.76,-4.46,-17.19,0.0,-69.61,-1.29,0
332.19,3.7,15.76,20.73,39.8,3.27,0
46.19,-11.35,39.94,6.16,-83.88,-5.23,0
326.04,-21.83,-60.75,0.0,-4.15,-10.59,0
138.14,0.44,-0.11,0.0,-5.42,0.29,0
121.0,0.45,-2.75,0.0,29.39,0.21,0
194.73,1.16,4.04,34.15,-10.09,0.72,0
1009.14,2.43,7.42,0.0,-13.96,2.22,0
184.56,8.3,51.69,0.0,37.03,4.86,0
114.42,-3.69,-6.2,0.0,-14.42,-2.48,0
129.09,10.73,45.65,0.0,54.78,5.01,0
147.94,-9.82,-22.97,0.0,-25.82,-4.5,0
94.5,0.0,7.82,30.07,21.24,0.0,0
32.18,0.0,0.0,3.38,26.83,0.0,0
119.48,2.22,11.85,29.27,14.77,1.5,0
68.7,3.22,19.1,53.8,35.46,1.2,0
135.57,-0.78,52.33,13.13,-28.4,-0.44,0
71.82,-0.33,-1.92,0.0,0.67,-0.1,0
671.22,6.9,30.66,9.03,46.08,5.1,0
76.6,0.69,-6.17,38.58,-7.48,0.15,0
137.28,-2.56,-18.2,0.0,-62.55,-1.9,0
76.81,3.15,5.31,0.0,-7.02,1.38,0
1204.81,-5.39,-17.83,0.53,-8.07,-4.48,0
120.72,2.22,4.29,0.0,-0.43,1.27,0
78.0,7.65,8.24,26.72,1.17,3.71,0
208.64,6.7,25.18,0.0,14.05,4.58,0
224.29,0.0,11.28,0.0,-17.25,0.0,0
48.34,-14.13,-40.72,0.0,-63.28,-6.05,0
278.08,3.22,10.56,0.0,24.81,2.51,0
784.05,3.18,10.87,0.0,17.13,2.79,0
329.85,6.26,24.83,40.19,21.75,5.2,0
265.47,2.58,53.87,29.59,20.32,1.55,0
264.86,2.37,7.73,0.0,760.97,1.94,0
1211.67,-10.45,-0.94,0.0,4.8,-9.88,0
28.6,-8.62,-13.75,0.0,-37.83,-5.99,0
77.18,-10.12,-21.17,0.0,96.01,-4.29,0
80.68,2.75,6.12,0.0,21.07,1.03,0
227.96,-7.85,7.89,0.0,-80.26,-4.51,0
293.83,4.9,65.44,0.0,-7.03,3.4,0
193.03,5.0,15.7,0.0,12.76,2.33,0
176.66,8.63,45.49,0.0,43.75,5.35,0
297.2,-1.04,-6.97,21.9,-9.9,-0.71,0
307.77,-7.77,0.91,0.0,-30.87,-6.91,0
125.27,2.04,7.02,0.0,26.24,1.38,0
172.17,1.51,5.48,21.02,0.47,1.18,0
1335.71,0.61,1.19,0.0,-6.94,0.56,0
298.01,1.83,11.53,18.08,47.15,1.47,0
68.43,0.95,2.78,24.21,31.59,0.52,0
298.96,0.0,0.62,19.3,-48.09,0.0,0
70.72,0.45,1.26,0.0,-12.1,0.16,0
236.49,-1.33,-4.1,0.0,-89.35,-0.8,0
555.08,0.27,-1.16,13.78,-24.95,0.22,0
72.27,1.91,9.29,0.0,-3.31,0.69,0
2029.62,-1.37,29.16,4.08,-13.5,-1.19,0
311.56,-3.45,-9.66,0.0,-20.08,-2.29,0
624.97,5.17,11.62,29.57,-1.5,4.3,0
73.55,5.17,22.97,28.77,-22.25,1.66,0
126.01,3.44,9.55,0.0,-2.88,1.64,0
314.55,2.58,18.35,0.0,28.46,1.77,0
88.74,-5.47,-13.08,0.0,-120.49,-3.74,1
80.59,-1.08,38.92,0.0,126.44,-0.8,0
191.36,1.1,3.42,0.0,-13.06,0.71,0
244.06,-5.11,-15.54,0.0,-36.44,-3.27,0
211.37,2.63,6.11,42.04,7.0,1.8,0
229.49,9.28,42.7,0.0,29.57,3.83,0
87.67,-23.73,48.59,3.9,-24.56,-10.48,1
756.76,1.48,2.12,0.0,-88.9,1.2,0
157.81,-15.01,10.4,0.0,-10.67,-8.72,0
55.62,-1.53,26.99,14.92,65.71,-0.53,0
236.87,0.24,30.89,32.41,-7.3,0.14,0
190.16,0.0,144.54,31.95,18.24,0.0,0
145.32,-6.99,-19.85,12.73,14.69,-3.52,0
488.83,7.11,26.6,0.0,32.49,6.12,0
2029.62,-5.97,233.66,0.0,165.28,-5.78,0
101.39,1.54,-0.06,35.71,33.8,0.56,0
187.08,6.72,309.28,53.8,12.59,2.69,0
402.85,-2.83,4.1,0.0,-188.0,-2.3,0
72.12,2.76,2.66,30.0,93.65,1.08,0
215.4,0.63,1.97,22.7,-1.33,0.39,0
96.34,0.22,4.02,12.2,-0.71,0.13,0
313.31,0.0,0.43,22.91,-7.26,0.0,0
88.25,0.2,16.5,0.0,34.7,0.15,0
79.57,-14.68,-45.99,15.3,-322.19,-12.13,0
979.36,-6.24,-12.27,0.0,46.29,-5.24,0
70.24,0.55,2.15,0.0,2.63,0.26,0
157.77,1.72,2.66,0.0,8.5,1.23,0
336.95,3.02,50.7,0.0,-18.58,1.77,0
128.76,3.62,15.24,0.0,50.83,1.76,0
544.24,0.28,2.94,0.0,16.22,0.2,0
56.25,-23.14,-40.88,0.0,312.25,-7.93,1
100.4,0.25,-0.03,0.0,-30.55,0.12,0
981.49,0.09,-3.69,18.66,29.02,0.08,0
55.65,-10.71,-34.19,10.96,-56.67,-4.11,0
562.08,4.31,18.04,0.0,20.75,3.64,0
119.5,0.69,-1.85,0.0,46.24,0.5,0
81.73,0.74,-0.69,0.0,-3.44,0.36,0
79.0,0.96,3.08,27.56,1.29,0.41,0
377.31,1.22,75.17,0.0,5.85,0.83,0
142.02,-0.79,9.14,0.0,-32.75,-0.54,0
97.4,-0.56,-1.91,0.0,50.72,-0.36,0
93.67,1.44,10.51,14.84,7.13,0.92,0
90.69,-14.79,-51.1,0.0,-208.6,-4.97,0
97.1,-20.13,7.75,25.5,0.07,-10.65,1
71.13,0.0,-55.41,10.36,-135.03,0.0,0
1074.17,-1.98,-7.86,1.55,19.14,-1.49,0
68.3,-22.39,-63.89,46.52,-46.93,-5.92,0
139.3,1.23,3.86,0.0,-14.07,0.86,0
431.12,0.59,-1.46,14.22,4.45,0.5,0
305.81,4.13,6.74,53.8,23.39,2.65,0
111.16,0.88,0.85,53.8,-31.88,0.29,0
1386.23,5.52,309.28,43.41,73.81,4.96,0
128.96,0.86,0.6,18.95,-15.14,0.42,0
579.97,0.0,9.5,19.03,15.76,0.0,0
34.8,1.15,26.18,0.0,5.49,0.89,0
104.25,0.15,5.16,0.0,4.2,0.09,0
1156.8,1.89,6.87,0.0,-4.06,1.79,0
156.73,1.15,5.37,22.32,-30.04,0.64,0
335.64,0.82,0.01,0.0,1.44,0.73,0
84.35,-34.34,-72.95,0.0,-208.42,-12.76,1
227.6,-12.26,-37.25,0.0,371.37,-7.09,0
646.75,1.56,3.91,0.0,-37.66,1.35,0
413.18,3.96,13.4,0.0,21.62,3.39,0
1581.85,1.24,4.81,0.0,7.22,1.14,0
255.48,2.56,17.42,0.0,27.02,1.51,0
831.16,-11.46,-36.89,0.0,-76.05,-10.89,0
602.47,1.03,4.32,8.81,-29.9,0.9,0
58.05,-31.47,2.39,0.0,-46.71,-12.95,0
537.4,5.23,17.74,0.0,23.42,4.49,0
1574.54,0.34,0.78,0.0,-21.49,0.3,0
132.47,0.89,17.8,0.0,-32.33,0.27,0
207.07,1.98,1.22,0.0,-1.01,1.14,0
225.74,1.72,4.37,0.0,-12.99,1.43,0
1515.54,-2.62,-11.66,0.0,4.44,-2.5,0
55.65,1.23,5.95,0.0,-13.21,0.41,0
51.59,0.0,39.86,22.87,101.27,0.0,0
579.09,4.56,152.63,19.9,7.98,3.41,0
86.93,-0.64,-2.83,0.0,-18.28,-0.27,0
1788.03,0.65,-1.93,7.94,-10.94,0.6,0
225.83,5.65,20.55,0.0,-17.67,3.79,0
139.05,-1.22,-5.17,17.97,-82.88,-0.68,0
308.95,0.0,1.49,8.93,14.88,0.0,0
134.59,0.63,1.13,0.0,-14.85,0.52,0
155.56,0.55,4.98,16.87,-322.19,0.3,0
55.35,0.5,-4.39,0.0,-5.33,0.19,0
608.75,0.47,-1.35,0.0,-4.6,0.4,0
316.88,2.08,6.82,0.0,23.7,1.79,0
455.63,1.48,1.39,29.35,-3.74,1.14,0
217.82,1.42,5.08,0.0,6.13,0.85,0
274.31,1.33,1.77,22.36,-26.04,1.04,0
126.4,0.43,-2.93,19.65,-6.19,0.29,0
210.47,0.74,0.61,27.1,-13.38,0.5,0
103.96,1.94,5.24,0.0,-5.03,0.94,0
195.78,1.92,6.96,23.41,191.15,1.44,0
283.43,3.6,148.49,0.0,19.83,2.0,0
161.96,0.36,-18.11,9.34,11.33,0.32,1
48.93,-0.5,-3.05,0.0,-115.52,-0.26,0
224.97,-6.85,-26.11,10.73,-4.02,-4.64,0
152.75,-5.44,-21.51,0.0,-15.75,-3.15,0
214.14,3.63,10.7,39.65,-11.91,2.32,0
162.01,-1.8,-7.03,21.34,-36.39,-1.25,0
102.22,-4.98,-19.85,0.0,-322.19,-3.48,0
511.17,-0.22,-2.06,0.0,-7.82,-0.2,0
579.5,0.35,-0.74,7.21,-50.11,0.28,0
103.33,3.53,48.51,0.0,2.61,1.83,0
334.25,0.75,10.27,0.0,-4.98,0.64,0
174.9,1.39,4.34,12.98,-10.43,0.99,1
99.74,-34.34,-28.97,0.0,-18.23,-12.95,0
392.71,1.05,2.54,0.0,-2.11,0.83,0
140.47,1.73,-7.86,0.0,-322.19,0.55,0
216.64,-2.93,-8.87,11.76,74.24,-2.51,0
209.84,1.7,5.87,31.15,21.92,1.17,0
129.47,0.72,-1.11,0.0,-0.61,0.5,0
231.55,1.33,3.67,0.0,-17.13,0.9,0
203.23,0.86,4.47,0.0,6.21,0.63,0
379.07,5.87,-2.08,20.15,10.44,4.67,0
91.54,0.57,-3.29,0.0,2.48,0.23,0
143.41,3.16,8.62,0.0,-15.47,1.87,0
