종목코드,회사명,결산월,결산년도,유동비율,당좌비율,부채비율,자기자본비율,차입금의존도,현금비율,순운전자본비율,자기자본이익률,총자산이익률,자산성장률,자기자본성장률,매출총이익성장률,총자산회전율,재고자산회전율,순운전자본회전율,총부채상환능력비율,label
[170920],엘티씨,12,2016,288.3,250.2,29.12,70.88,41.07,134.92,19.9,0.09,0.07,23.03,8.25,-43.42,12.94,365.44,171.06,-2.93,0
[097520],엠씨넥스,12,2016,94.65,85.48,69.34,30.66,226.21,7.62,-3.69,-2.05,-0.72,19.42,-10.12,-60.4,35.59,440.69,-3223.04,-16.14,0
[009780],엠에스씨,12,2016,97.18,49.92,58.12,41.88,138.78,10.67,-1.2,3.57,1.44,6.96,15.35,7.57,0.0,0.0,-0.0,28.8,0
[123040],엠에스오토텍,12,2016,53.98,53.27,62.94,37.06,169.83,0.53,-20.78,1.12,0.39,-3.5,6.9,-30.62,13.3,3302.31,-175.36,4.27,0
[180400],엠지메드,12,2016,2029.62,1850.46,4.14,95.86,3.9,645.41,69.48,-0.47,-0.46,33.93,34.76,-26.24,4.91,295.5,18.28,-117.51,1
[033160],엠케이전자,12,2016,81.34,51.03,57.52,42.48,135.38,4.8,-10.48,0.0,0.0,10.69,-2.12,-5.18,34.77,194.1,-1114.38,7.74,0
[069640],엠케이트렌드,12,2016,277.1,122.35,25.73,74.27,34.64,44.94,44.83,0.65,0.48,4.11,2.76,3.44,33.03,86.62,200.19,23.29,1
[115960],연우,12,2016,258.12,199.72,24.13,75.87,31.8,78.51,22.54,0.0,0.0,11.3,12.37,25.17,26.22,355.36,294.16,43.68,0
[014440],영보화학,12,2016,115.14,102.15,30.79,69.21,44.49,23.1,4.62,1.42,0.96,-0.43,3.95,-13.64,0.0,0.0,0.0,29.12,0
[003520],영진약품공업,12,2016,285.96,183.16,46.74,53.26,87.77,3.89,40.04,1.02,0.53,2.92,5.72,9.91,24.57,125.05,182.88,3.34,1
[000670],영풍,12,2016,487.37,275.67,19.92,80.08,24.88,114.55,19.38,1.22,0.97,2.69,3.85,2.97,0.0,0.0,0.0,14.36,0
[036560],영풍정밀,12,2016,448.87,317.26,16.79,83.21,20.18,106.72,13.25,0.59,0.49,0.64,1.12,-16.74,0.0,0.0,0.0,17.02,0
[012280],영화금속,12,2016,136.07,110.75,50.9,49.1,103.68,14.88,10.72,3.68,1.85,22.43,16.63,-15.61,31.24,461.69,770.91,9.98,0
[053280],예스24,12,2016,111.38,82.51,57.38,42.62,134.61,37.65,6.06,0.1,0.05,9.27,-3.45,11.7,0.0,0.0,0.0,12.1,0
[015360],예스코,12,2016,142.39,142.09,45.64,54.36,83.96,15.55,10.19,0.93,0.52,9.17,2.9,2.93,0.0,0.0,0.0,11.16,0
[122640],예스티,12,2016,157.85,89.94,48.17,51.83,92.93,25.93,22.79,1.53,0.88,31.85,5.51,-30.02,0.0,0.0,0.0,-12.33,0
[045060],오공,12,2016,125.17,98.86,41.83,58.17,71.9,40.49,6.47,0.0,0.0,0.86,7.18,15.07,15.74,230.32,735.86,20.54,0
[080520],오디텍,12,2016,1393.71,1309.17,6.27,93.73,6.69,645.41,62.25,0.0,0.0,11.35,10.59,6.33,11.73,253.8,47.43,155.5,0
[007310],오뚜기,12,2016,160.87,125.25,35.32,64.68,54.61,34.32,16.72,3.63,2.32,9.09,11.41,6.12,0.0,0.0,0.0,26.78,0
[065500],오리엔트정공,12,2016,103.21,88.5,45.42,54.58,83.23,50.89,1.04,-0.41,-0.19,48.12,146.11,-14.28,24.22,446.11,-634.2,3.06,0
[001800],오리온,12,2016,52.66,38.51,34.18,65.82,51.93,5.73,-11.61,1.43,0.9,-0.49,10.52,-7.65,11.96,359.92,-351.77,15.64,0
[241790],오션브릿지,12,2016,648.32,630.2,13.61,86.39,15.75,514.8,74.62,8.18,6.4,156.2,264.77,57.45,35.53,711.38,118.75,149.04,0
[039200],오스코텍,12,2016,136.6,125.72,28.87,71.13,40.59,9.09,7.48,-0.6,-0.4,-2.54,7.18,-42.39,0.0,0.0,0.0,3.29,0
[031510],오스템,12,2016,85.9,76.11,48.85,51.15,95.48,16.87,-5.51,1.95,0.9,-9.74,10.4,4.63,0.0,0.0,-0.0,39.43,0
[138080],오이솔루션,12,2016,176.63,116.89,39.95,60.05,66.53,28.27,25.38,0.0,0.0,21.21,11.45,35.51,24.43,130.92,237.32,-12.57,0
[080580],오킨스전자,12,2016,133.11,94.79,56.94,43.06,132.22,19.43,9.27,-8.22,-4.04,-0.09,-22.32,-112.55,10.14,93.49,364.92,-3.72,0
[067170],오텍,12,2016,67.64,55.37,38.13,61.87,61.63,20.61,-10.59,0.0,0.0,17.78,27.45,8.93,19.78,325.51,-511.45,17.03,0
[049480],오픈베이스,12,2016,125.26,109.67,38.67,61.33,63.06,41.15,7.15,1.18,0.69,-4.45,5.24,11.37,0.0,0.0,0.0,21.87,0
[057540],옴니시스템,12,2016,135.17,84.04,32.19,67.81,47.47,18.92,8.6,0.27,0.19,5.5,1.24,-14.2,0.0,0.0,0.0,-6.42,0
[082210],옵트론텍,12,2016,63.4,51.09,54.31,45.69,118.86,0.69,-17.4,3.31,1.39,-1.03,18.44,49.84,0.0,0.0,-0.0,19.69,0
[109080],옵티시스,12,2016,455.92,388.46,16.18,83.82,19.31,138.64,56.92,0.0,0.0,4.46,6.71,8.94,11.63,109.75,53.59,63.57,0
[122990],와이솔,12,2016,184.46,164.53,43.23,56.77,76.14,27.03,26.21,0.0,0.0,4.22,12.4,-2.2,27.46,403.98,323.22,34.13,0
[067900],와이엔텍,12,2016,64.43,63.88,31.8,68.2,46.62,25.06,-5.19,1.5,0.99,8.97,18.61,7.18,0.0,0.0,-0.0,21.46,0
[155650],와이엠씨,12,2016,151.65,132.37,45.01,54.99,81.86,53.16,20.91,4.33,2.82,80.22,18.71,65.66,0.0,0.0,0.0,45.85,0
[193250],와이제이엠게임즈,12,2016,2029.62,1850.46,4.14,95.86,3.9,645.41,61.0,0.0,0.0,156.2,309.28,6.02,5.87,16096.66,20.71,-27.66,0
[019210],와이지-원,12,2016,127.72,62.88,53.54,46.46,115.25,2.27,8.23,0.0,0.0,11.22,5.91,9.81,13.93,69.13,460.4,18.82,0
[122870],와이지엔터테인먼트,12,2016,367.44,346.73,28.74,71.26,40.34,53.5,31.89,1.82,1.27,31.83,37.83,24.83,0.0,0.0,0.0,23.39,0
[070960],용평리조트,12,2016,76.91,72.29,57.31,42.69,134.25,24.12,-7.64,1.01,0.38,-4.3,26.75,17.6,0.0,0.0,-0.0,-3.58,0
[032820],우리기술,12,2016,67.8,65.25,62.85,37.15,169.19,17.2,-16.14,-0.01,-0.0,1.93,-0.3,50.72,9.64,405.66,-199.07,7.99,0
[115440],우리넷,12,2016,323.69,255.3,26.64,73.36,36.31,13.91,49.3,1.45,1.04,0.53,3.83,-20.73,16.67,132.79,90.32,-36.91,0
[046970],우리로,12,2016,150.5,124.94,42.84,57.16,74.95,17.82,16.45,-0.02,-0.01,0.08,11.45,-60.21,0.0,0.0,0.0,-22.35,0
[215360],우리산업,12,2016,112.33,57.96,64.7,35.3,183.3,7.38,7.2,5.46,1.77,1.47,21.93,34.45,34.5,109.23,1451.74,17.67,0
[073560],우리손에프앤지,12,2016,136.21,133.39,23.54,76.46,30.78,10.95,5.67,0.81,0.54,5.15,43.58,17.76,13.24,2713.63,3258.47,8.77,0
[153490],우리이앤엘,12,2016,138.06,136.51,45.99,54.01,85.14,16.28,16.59,-3.32,-1.77,1.46,4.12,-11.87,16.82,690.4,295.06,15.6,0
[066590],우수AMS,12,2016,74.95,65.75,57.41,42.59,134.81,9.4,-12.13,1.54,0.54,-1.78,50.9,13.52,39.3,921.97,-587.74,28.55,0
[017370],우신시스템,12,2016,144.79,144.02,34.96,65.04,53.75,29.86,10.14,1.65,1.03,0.16,9.98,-34.41,15.05,1570.52,528.48,22.53,0
[046940],우원개발,12,2016,112.88,102.09,45.77,54.23,84.39,21.95,5.63,2.86,1.4,-8.93,12.26,-17.74,0.0,0.0,0.0,6.64,0
[052270],우전,12,2016,28.6,18.97,88.54,11.46,3.9,7.63,-40.11,10.73,-12.95,-38.74,-72.95,-19.13,12.25,1457.4,-51.53,5.92,0
[065680],우주일렉트로,12,2016,231.7,203.1,25.62,74.38,34.45,41.46,33.74,2.63,1.96,5.03,4.91,16.45,23.69,324.8,189.04,51.37,0
[105840],우진,12,2016,226.37,148.28,20.92,79.08,26.46,16.71,23.98,0.29,0.22,-9.0,-2.1,-3.8,0.0,0.0,0.0,-34.95,0
[018620],우진비앤지,12,2016,173.48,108.03,61.93,38.07,162.65,59.88,14.16,0.2,0.09,37.65,1.07,2.11,0.0,0.0,0.0,7.85,0
[049800],우진플라임,12,2016,139.99,80.33,73.73,26.27,280.69,19.14,12.39,4.33,1.06,2.35,18.52,81.74,18.66,100.07,3258.47,11.76,0
[016880],웅진,12,2016,80.76,80.67,45.34,54.66,82.93,9.13,-7.82,0.0,0.0,-3.49,2.72,-25.87,5.0,4711.61,-208.34,2.83,0
[095720],웅진씽크빅,12,2016,161.76,144.89,44.98,55.02,81.76,39.4,22.77,2.21,1.18,2.92,8.47,4.14,30.96,394.16,442.11,28.54,0
[005820],원림,12,2016,164.36,125.3,21.74,78.26,27.77,47.18,10.5,0.0,0.0,2.14,1.51,-9.8,13.65,198.71,393.79,18.22,0
[032940],원익,12,2016,64.64,44.8,35.75,64.25,55.64,1.19,-7.77,10.73,6.4,156.2,309.28,54.07,0.0,0.0,-0.0,-0.2,0
[074600],원익QnC,12,2016,97.79,48.36,26.73,73.27,36.48,1.52,-0.41,9.0,6.29,29.2,44.12,-10.6,0.0,0.0,-0.0,20.65,0
[104830],원익머트리얼즈,12,2016,210.59,142.88,13.75,86.25,15.95,45.29,13.83,0.0,0.0,11.55,7.94,-22.95,16.9,187.7,282.49,97.78,0
[014190],원익큐브,12,2016,169.53,127.66,39.58,60.42,65.52,7.19,26.47,0.83,0.51,12.37,7.35,24.9,47.79,290.91,458.06,4.28,0
[030530],원익홀딩스,12,2016,147.43,103.94,9.5,90.5,10.5,20.56,4.13,10.27,6.4,30.47,43.01,22.95,0.0,0.0,0.0,25.5,0
[012620],원일특강,12,2016,241.22,168.26,42.11,57.89,72.73,20.08,38.85,1.34,0.76,0.58,5.32,10.29,0.0,0.0,0.0,18.88,0
[008370],원풍,12,2016,522.2,429.69,10.88,89.12,12.21,110.65,35.63,0.0,0.0,3.83,5.61,-24.15,22.1,310.5,153.75,51.6,0
[101160],월덱스,12,2016,81.67,58.58,51.98,48.02,108.23,9.24,-8.66,0.44,0.2,2.44,14.49,7.59,11.74,119.82,-467.03,9.28,0
[095270],웨이브일렉트로,12,2016,63.61,47.31,68.37,31.63,216.2,1.29,-17.69,-17.72,-6.97,19.88,-21.91,-30.96,0.0,0.0,-0.0,-19.39,0
[065950],웰크론,12,2016,87.42,36.37,43.34,56.66,76.48,11.82,-4.65,0.34,0.2,6.96,2.21,23.23,20.87,125.37,-1410.84,-0.59,0
[076080],웰크론한텍,12,2016,121.39,120.9,46.08,53.92,85.47,34.63,8.8,0.0,0.0,15.81,-1.28,-22.26,22.41,7018.22,558.14,2.56,0
[196700],웹스,12,2016,231.3,179.7,32.95,67.05,49.13,66.69,25.05,1.24,0.84,5.83,5.38,-6.82,0.0,0.0,0.0,22.91,0
[039790],위노바,12,2016,219.83,188.37,18.58,81.42,22.81,15.48,22.18,-19.96,-12.95,-40.67,-40.15,-62.58,9.0,287.66,121.41,-78.66,0
[044340],위닉스,12,2016,84.96,37.48,51.49,48.51,106.13,5.54,-7.32,-3.65,-1.77,-13.69,-13.37,25.13,0.0,0.0,-0.0,22.4,0
[038620],위즈코프,12,2016,899.66,860.8,4.24,95.76,4.43,501.85,20.71,0.88,0.85,8.45,7.81,89.5,0.0,0.0,0.0,72.33,0
[036090],위지트,12,2016,397.12,345.77,15.31,84.69,18.08,182.5,40.78,2.59,2.07,8.72,23.4,-1.46,0.0,0.0,0.0,52.76,0
[192390],윈하이텍,12,2016,295.64,237.34,18.09,81.91,22.08,13.72,32.54,0.0,0.0,-0.45,-1.19,-34.83,27.36,280.06,213.34,-7.11,0
[008600],윌비스,12,2016,114.19,92.12,42.2,57.8,73.01,0.21,4.43,0.06,0.04,10.74,-0.34,21.87,25.72,351.8,1275.72,1.0,0
[033270],유나이티드,12,2016,291.11,221.26,24.26,75.74,32.04,46.41,32.34,0.0,0.0,1.61,3.14,10.64,19.03,165.94,157.28,52.82,0
[044480],유니더스,12,2016,1148.12,841.29,5.78,94.22,6.13,374.02,51.93,-1.15,-1.09,-4.55,-5.43,38.11,13.12,78.26,65.12,115.61,1
[014830],유니드,12,2016,173.07,139.35,30.53,69.47,43.94,52.59,15.14,1.95,1.35,5.07,4.66,4.67,0.0,0.0,0.0,55.14,0
[036200],유니셈,12,2016,298.75,211.01,27.08,72.92,37.13,14.58,45.4,0.0,0.0,4.91,11.54,18.14,28.88,139.77,175.53,-5.47,0
[018000],유니슨,12,2016,80.33,25.57,86.25,13.75,627.17,0.31,-6.51,-18.75,-3.29,0.97,-34.93,-53.86,5.86,37.74,-104.49,0.1,0
[000910],유니온,12,2016,194.12,144.54,23.94,76.06,31.47,15.08,13.37,0.04,0.03,0.23,1.9,-0.94,14.06,174.78,291.79,0.0,0
[203450],유니온커뮤니티,12,2016,334.56,268.48,38.7,61.3,63.12,132.04,47.74,6.24,3.19,57.24,176.13,21.21,0.0,0.0,0.0,30.03,0
[011330],유니켐,12,2016,121.6,43.08,57.46,42.54,135.1,0.44,10.93,1.84,0.76,37.95,50.21,164.51,15.93,43.31,557.68,-47.14,0
[077500],유니퀘스트,12,2016,183.71,94.82,32.41,67.59,47.95,49.42,26.49,0.0,0.0,12.08,4.13,-11.26,30.61,132.85,275.61,-5.02,0
[086390],유니테스트,12,2016,242.18,159.59,31.62,68.38,46.25,19.28,36.22,3.52,2.33,4.94,12.09,-27.83,0.0,0.0,0.0,1.11,0
[241690],유니테크노,12,2016,306.31,264.2,26.72,73.28,36.47,171.89,32.09,0.0,0.0,33.78,120.28,18.18,29.09,454.64,309.96,54.71,0
[142210],유니트론텍,12,2016,257.06,175.67,53.34,46.66,114.34,81.45,53.6,0.0,0.0,92.55,68.05,17.14,53.8,217.04,331.65,10.97,0
[048430],유라테크,12,2016,256.67,165.99,24.65,75.35,32.71,28.89,26.57,2.33,1.64,-6.54,7.8,5.52,41.51,293.94,446.69,49.99,0
[206650],유바이오로직스,12,2016,134.79,35.24,74.85,25.15,297.57,22.06,12.4,10.73,-12.13,-4.61,-72.95,760.97,0.0,0.0,-0.0,-36.59,0
[089850],유비벨록스,12,2016,144.26,105.53,29.59,70.41,42.04,20.45,12.52,0.74,0.5,5.87,14.58,54.96,0.0,0.0,0.0,16.33,0
[032620],유비케어,12,2016,311.31,294.99,27.09,72.91,37.15,83.8,50.38,2.69,1.93,4.9,8.46,11.31,0.0,0.0,0.0,17.15,0
[078070],유비쿼스홀딩스,12,2016,630.72,582.27,12.28,87.72,14.0,117.14,47.71,0.0,0.0,-5.62,5.36,-21.81,11.29,221.19,67.96,45.4,0
[002920],유성기업,12,2016,297.44,233.43,28.47,71.53,39.8,16.31,29.24,0.8,0.57,1.72,2.3,22.5,0.0,0.0,0.0,26.52,0
[069330],유아이디,12,2016,119.71,118.5,27.92,72.08,38.73,1.45,5.47,-2.63,-1.86,-13.32,-10.0,17.44,7.36,1849.26,596.44,14.39,0
[049520],유아이엘,12,2016,249.77,234.17,23.83,76.17,31.29,52.06,32.99,2.04,1.43,0.86,18.95,-48.66,34.91,729.33,336.22,18.56,0
[072130],유엔젤,12,2016,345.09,345.09,16.81,83.19,20.21,73.83,41.2,-3.65,-3.14,-10.4,-15.81,-25.42,11.22,7167.76,71.62,-32.02,0
[023410],유진기업,12,2016,55.72,54.77,48.97,51.03,95.94,5.27,-19.34,2.49,1.3,14.39,9.49,64.62,0.0,0.0,-0.0,12.62,0
[056080],유진로봇,12,2016,120.04,75.06,47.9,52.1,91.94,15.31,6.99,-8.04,-4.17,-16.12,-15.64,-37.04,0.0,0.0,0.0,-3.48,0
[000660],유한양행,12,2016,361.1,315.52,18.1,81.9,22.09,88.83,36.99,0.0,0.0,7.17,8.17,11.62,19.98,283.27,143.8,30.72,0
[191410],육일씨엔에쓰,12,2016,117.0,84.63,62.49,37.51,166.59,14.48,8.44,-4.81,-2.19,23.58,-16.78,-56.33,0.0,0.0,0.0,-3.73,0
[008730],율촌화학,12,2016,112.13,86.78,39.03,60.97,64.0,9.34,4.22,0.0,0.0,2.24,2.03,3.44,21.28,223.7,667.7,26.52,0
[008250],이건산업,12,2016,64.01,36.48,69.64,30.36,229.36,1.4,-18.51,0.33,0.1,-0.95,-0.82,7.98,18.67,134.39,-297.55,4.45,0
[039020],이건창호,12,2016,56.81,46.35,58.28,41.72,139.68,9.76,-20.04,1.25,0.52,5.8,4.12,122.55,15.04,321.83,-196.9,6.32,1
[073490],이노와이어리스,12,2016,215.11,185.69,14.27,85.73,16.65,99.32,16.09,-2.77,-2.43,-6.38,-10.51,-29.47,12.11,284.41,181.03,-23.15,0
[088390],이녹스,12,2016,145.09,117.92,43.28,56.72,76.31,55.59,12.7,0.91,0.53,6.18,1.96,13.03,0.0,0.0,0.0,16.9,0
[053350],이니텍,12,2016,199.92,173.06,17.65,82.35,21.43,70.18,16.58,0.0,0.0,8.42,5.82,18.87,16.36,698.28,275.73,40.55,0
[041520],이라이콤,12,2016,274.07,264.28,32.19,67.81,47.47,110.37,52.99,0.8,0.57,8.45,0.03,-65.85,0.0,0.0,0.0,43.19,0
[054210],이랜텍,12,2016,176.74,168.38,34.7,65.3,53.13,11.02,21.89,1.03,0.61,-2.12,22.33,-16.51,0.0,0.0,0.0,24.68,0
[065440],이루온,12,2016,133.92,133.92,46.26,53.74,86.07,28.46,10.08,-4.57,-1.99,-0.59,61.25,-6.53,14.07,16096.66,679.74,-6.47,0
[115610],이미지스,12,2016,909.86,711.47,9.28,90.72,10.23,267.68,75.13,1.09,0.97,1.23,4.46,6.13,30.73,122.56,110.23,156.79,0
[080010],이상네트웍스,12,2016,367.94,280.11,8.81,91.19,9.67,154.22,23.19,1.56,1.42,5.59,6.36,30.59,0.0,0.0,0.0,82.77,0
[086890],이수앱지스,12,2016,410.79,248.55,24.79,75.21,32.96,146.88,46.09,-2.43,-1.71,-17.85,-7.16,91.19,0.0,0.0,0.0,-18.98,0
[007660],이수페타시스,12,2016,176.18,138.35,44.47,55.53,80.09,26.97,21.25,2.16,1.24,15.27,8.53,0.56,21.94,207.64,331.61,10.47,0
[015020],이스타코,12,2016,89.41,18.97,60.33,39.67,152.06,1.1,-6.16,-4.18,-1.81,-0.11,-15.45,-26.74,0.0,0.0,-0.0,4.27,0
[074610],이엔쓰리,12,2016,202.66,124.17,36.31,63.69,57.02,77.86,34.82,4.78,2.97,53.69,63.4,35.88,0.0,0.0,0.0,26.91,1
[102710],이엔에프테크놀로지,12,2016,150.79,117.31,28.59,71.41,40.03,38.53,14.3,3.22,2.34,18.01,13.4,10.0,0.0,0.0,0.0,70.52,0
[094190],이엘케이,12,2016,63.56,48.55,84.99,15.01,566.29,4.43,-29.32,-34.34,-9.46,-25.01,-69.54,359.78,20.97,144.75,-299.74,-13.95,0
[095190],이엠코리아,12,2016,72.59,34.45,63.5,36.5,173.97,3.04,-11.41,-2.82,-1.03,-5.02,-4.51,-76.04,12.04,67.43,-265.52,2.97,0
[091120],이엠텍,12,2016,373.77,348.76,22.67,77.33,29.32,141.86,48.63,0.0,0.0,6.63,5.39,80.45,26.93,676.37,138.73,-5.54,0
[039030],이오테크닉스,12,2016,280.11,197.39,23.21,76.79,30.22,37.21,41.8,0.59,0.47,10.78,1.84,-0.52,19.0,95.15,112.73,51.13,0
[088290],이원컴포텍,12,2016,72.8,52.34,58.65,41.35,141.85,1.49,-13.94,-9.52,-3.84,-24.51,-21.23,-171.86,0.0,0.0,-0.0,19.6,0
[035810],이지바이오,12,2016,76.54,62.38,34.56,65.44,52.81,6.39,-6.28,2.04,1.3,1.11,7.31,-1.37,8.54,236.97,-413.28,15.97,0
[096040],이트론,12,2016,635.37,599.75,12.86,87.14,14.75,370.71,68.55,-5.82,-4.75,27.88,49.65,11.24,0.0,0.0,0.0,-53.83,0
[001840],이화공영,12,2016,170.54,170.16,48.38,51.62,93.74,11.76,31.74,0.84,0.49,31.7,1.74,-2.12,53.8,14482.75,425.37,1.25,0
[024810],이화전기,12,2016,142.48,90.17,28.01,71.99,38.9,33.12,11.16,-1.87,-1.25,12.9,33.16,14.21,0.0,0.0,0.0,-1.89,0
[014990],인디에프,12,2016,140.27,46.21,58.92,41.08,143.43,13.23,20.39,-3.39,-1.49,-1.05,-13.06,0.23,31.63,63.62,381.37,8.34,0
[041830],인바디,12,2016,1988.55,1760.0,4.14,95.86,3.9,181.83,59.61,0.0,0.0,17.63,20.49,12.09,17.55,217.94,77.33,202.65,0
[079950],인베니아,12,2016,124.41,121.05,62.64,37.36,167.69,2.48,14.66,5.38,2.06,29.55,22.91,4.49,0.0,0.0,0.0,8.97,0
[060150],인선이엔티,12,2016,41.13,40.75,44.89,55.11,81.44,0.63,-17.55,0.32,0.18,2.85,1.08,54.5,0.0,0.0,-0.0,8.99,0
[033230],인성정보,12,2016,90.38,76.63,61.75,38.25,161.46,11.99,-5.55,0.82,0.3,-5.51,2.64,79.64,26.86,303.99,3258.47,5.29,0
[037330],인지디스플레,12,2016,198.65,194.72,27.46,72.54,37.86,34.78,18.43,1.16,0.83,0.52,2.7,-19.48,0.0,0.0,0.0,28.1,0
[023800],인지컨트롤스,12,2016,102.74,89.91,50.18,49.82,100.74,3.12,0.98,0.36,0.18,4.0,-0.19,10.08,35.06,737.2,3258.47,0.0,0
[034590],인천도시가스,12,2016,141.95,141.73,54.8,45.2,121.25,58.61,15.36,1.33,0.62,7.8,2.06,12.76,0.0,0.0,0.0,25.59,0
[083640],인콘,12,2016,845.62,775.89,8.53,91.47,9.33,454.23,61.83,0.0,0.0,-7.28,-1.77,-11.17,16.85,270.91,76.04,12.11,0
[049070],인탑스,12,2016,274.38,266.55,15.95,84.05,18.98,8.66,20.38,2.83,2.38,10.76,10.92,-0.66,8.29,1090.78,99.21,76.53,0
[119610],인터로조,12,2016,387.48,305.84,15.22,84.78,17.96,35.59,43.17,0.0,0.0,15.76,22.74,30.01,18.55,146.84,117.0,0.0,0
[064290],인텍플러스,12,2016,136.78,87.73,40.08,59.92,66.88,20.02,12.65,-5.45,-3.38,-9.8,-15.49,-45.47,15.92,105.53,224.26,-62.58,0
[189300],인텔리안테크,12,2016,392.62,326.57,32.33,67.67,47.78,143.45,52.7,3.58,2.29,78.05,109.58,45.91,23.63,191.9,117.35,3.91,0
[150840],인트로메딕,12,2016,198.27,178.89,42.29,57.71,73.29,28.48,37.97,-8.28,-5.15,-16.36,-26.78,-6.1,0.0,0.0,0.0,-13.98,0
[048530],인트론바이오,12,2016,428.64,415.07,17.53,82.47,21.25,237.55,44.65,-0.35,-0.29,47.69,42.77,-35.55,5.11,249.2,29.53,-18.54,0
[175140],인포마크,12,2016,173.52,54.69,38.73,61.27,63.2,1.38,27.37,0.99,0.6,3.87,5.07,39.59,0.0,0.0,0.0,29.97,0
[071200],인피니트헬스케어,12,2016,443.0,441.37,16.67,83.33,20.0,257.78,53.39,2.82,2.34,11.75,12.49,17.51,0.0,0.0,0.0,33.74,0
[101930],인화정공,12,2016,105.3,86.95,35.14,64.86,54.18,6.46,1.51,-0.47,-0.3,-1.8,-2.0,-65.98,6.18,130.04,393.27,0.86,0
[003120],일성신약,12,2016,2029.62,1850.46,5.44,94.56,5.75,217.97,76.66,0.0,0.0,-7.77,0.55,12.76,4.78,88.85,17.19,-117.51,0
[068330],일신바이오,12,2016,608.27,443.18,12.27,87.73,13.99,113.29,48.08,0.0,0.0,27.4,35.37,6.6,9.81,52.34,56.83,67.36,0
[007110],일신석재,12,2016,146.53,94.35,35.72,64.28,55.57,36.11,11.02,-1.09,-0.71,-2.54,-3.96,-25.31,13.26,100.92,363.61,-2.03,0
[008500],일정실업,12,2016,463.83,322.01,10.46,89.54,11.69,29.79,30.84,1.55,1.35,-0.83,4.09,19.11,0.0,0.0,0.0,0.0,0
[019540],일지테크,12,2016,118.64,108.93,41.41,58.59,70.67,5.64,7.65,2.06,1.25,13.01,4.82,18.44,12.66,306.42,338.04,3.47,0
[081000],일진다이아,12,2016,238.95,146.67,31.23,68.77,45.41,72.26,30.21,0.0,0.0,3.35,4.22,-27.89,16.68,75.5,150.15,32.7,0
[020760],일진디스플,12,2016,60.62,48.42,58.53,41.47,141.16,8.41,-20.92,-17.14,-8.88,-30.45,-51.15,-272.29,22.49,276.51,-421.65,-23.87,0
[103590],일진전기,12,2016,74.35,52.72,56.06,43.94,127.57,5.6,-11.8,0.01,0.01,-0.87,-0.9,-3.24,0.0,0.0,-0.0,-2.27,0
[094820],일진파워,12,2016,191.92,191.92,24.14,75.86,31.82,103.59,14.34,2.73,2.09,8.68,7.01,-12.02,0.0,0.0,0.0,82.93,0
[226320],잇츠스킨,12,2016,1254.8,1183.67,7.87,92.13,8.54,147.95,76.66,4.45,3.86,-4.95,7.25,-13.72,0.0,0.0,0.0,73.5,1
[049550],잉크테크,12,2016,65.31,42.0,80.26,19.74,406.55,3.12,-17.44,-6.01,-1.12,-4.22,7.8,31.86,0.0,0.0,-0.0,5.59,0
[043910],자연과환경,12,2016,184.28,167.73,36.06,63.94,56.41,23.52,26.75,-12.2,-8.32,-9.94,-20.09,-74.59,8.21,153.47,82.27,-39.79,0
[234920],자이글,12,2016,696.62,625.63,5.95,94.05,6.33,153.42,34.99,4.19,3.76,50.74,70.01,4.76,35.46,1050.69,253.27,190.33,0
[033240],자화전자,12,2016,293.48,283.07,22.94,77.06,29.78,48.53,39.52,1.08,0.85,7.42,2.97,19.15,0.0,0.0,0.0,2.73,0
[174880],장원테크,12,2016,696.76,645.89,9.44,90.56,10.42,290.98,54.6,-1.53,-1.2,4.54,42.79,-114.09,16.61,296.95,94.79,-107.1,0
[049630],재영솔루텍,12,2016,71.63,52.33,74.92,25.08,298.74,10.11,-17.08,-3.07,-0.73,1.39,13.85,-24.98,0.0,0.0,-0.0,2.93,0
[000950],전방,12,2016,28.6,18.97,65.91,34.09,193.32,0.33,-40.11,-2.32,-0.81,-6.55,-10.01,38.46,0.0,0.0,-0.0,1.36,0
[208140],정다운,12,2016,138.36,111.51,50.17,49.83,100.7,8.3,14.29,-1.05,-0.48,10.88,34.41,-11.17,25.91,324.26,625.41,-2.22,0
[040420],정상제이엘에스,12,2016,217.19,182.07,21.53,78.47,27.43,64.43,14.38,2.95,2.4,11.29,3.03,12.76,0.0,0.0,0.0,46.03,0
[217190],제너셈,12,2016,273.92,192.73,43.8,56.2,77.93,24.02,28.93,-1.58,-0.95,11.09,-3.34,-63.24,9.37,76.62,80.75,-25.88,0
[095700],제넥신,12,2016,275.82,275.33,14.33,85.67,16.72,85.99,23.05,-4.23,-3.67,39.84,35.37,-76.2,0.0,0.0,0.0,-11.92,0
[187420],제노포커스,12,2016,2029.62,1850.46,4.14,95.86,3.9,422.8,59.79,0.0,0.0,109.2,111.81,46.71,3.17,300.76,13.74,129.2,0
[123330],제닉,12,2016,385.55,284.49,19.49,80.51,24.21,179.69,26.35,0.72,0.56,0.7,7.7,6.55,0.0,0.0,0.0,30.24,0
[147830],제룡산업,12,2016,407.65,378.0,15.58,84.42,18.46,135.45,46.71,5.24,4.21,9.27,21.71,14.05,0.0,0.0,0.0,114.47,0
[033100],제룡전기,12,2016,319.95,218.58,18.74,81.26,23.05,149.53,32.77,-1.29,-1.05,-6.37,-6.61,-83.92,15.51,103.33,121.26,64.21,0
