종목코드,회사명,결산월,결산년도,유동비율,당좌비율,부채비율,자기자본비율,차입금의존도,현금비율,순운전자본비율,자기자본이익률,총자산이익률,자산성장률,자기자본성장률,매출총이익성장률,총자산회전율,재고자산회전율,순운전자본회전율,총부채상환능력비율,label
[024070],WISCOM,12,2018,984.74,899.79,7.65,92.35,8.28,34.27,50.01,0.19,0.18,-1.21,0.49,-11.89,20.0,404.73,104.26,30.3,0
[037270],YG PLUS,12,2018,491.06,460.19,7.92,92.08,8.6,56.45,22.18,0.09,0.08,4.7,1.24,65.63,9.2,538.64,112.16,39.51,0
[051390],YW,12,2018,471.58,462.21,34.57,65.43,52.84,15.75,43.81,0.0,0.0,6.79,0.61,-1.17,6.99,259.17,45.31,-2.28,0
[000660],가온전선,12,2018,188.89,145.48,47.84,52.16,91.72,20.82,24.67,0.04,0.02,-2.28,0.06,-4.9,0.0,0.0,0.0,10.88,0
[024840],갑을메탈,12,2018,138.29,81.91,59.47,40.53,146.72,3.6,19.85,1.2,0.48,0.8,3.29,-51.96,0.0,0.0,0.0,15.65,1
[000860],강남제비스코,12,2018,295.92,219.14,14.48,85.52,16.94,52.61,23.64,0.0,0.0,-1.27,0.25,-32.31,16.03,179.3,157.5,10.32,0
[217730],강스템바이오텍,12,2018,319.31,315.67,27.56,72.44,38.04,16.89,45.73,-9.44,-6.17,53.12,103.24,-6.96,0.46,22.47,2.48,-61.94,0
[039240],경남스틸,12,2018,207.66,130.58,40.38,59.62,67.72,14.28,33.49,1.62,0.93,-4.29,4.25,-5.6,0.0,0.0,0.0,39.89,0
[053950],경남제약,12,2018,143.42,112.66,45.46,54.54,83.36,36.88,18.51,4.39,1.82,-0.81,90.66,-2.61,0.0,0.0,0.0,-6.76,0
[002100],경농,12,2018,143.04,37.71,34.37,65.63,52.37,8.62,13.12,1.3,0.87,5.97,2.25,4.99,13.2,39.88,264.44,4.72,0
[267290],경동도시가스,12,2018,117.65,117.31,58.92,41.08,143.41,30.93,8.54,0.0,0.0,9.6,8.93,62.11,53.8,16096.66,1860.1,26.32,0
[011040],경동제약,12,2018,318.26,253.88,15.59,84.41,18.47,75.9,33.58,0.41,0.35,0.08,-4.23,1.99,17.58,172.79,142.19,95.42,0
[214390],경보제약,12,2018,186.01,108.83,32.76,67.24,48.73,7.19,26.9,0.0,0.0,8.18,5.3,-9.82,0.0,0.0,0.0,-1.57,0
[012610],경인양행,12,2018,129.1,61.78,42.52,57.48,73.99,10.89,10.79,0.95,0.58,16.17,3.87,41.18,0.0,0.0,0.0,0.62,0
[009140],경인전자,12,2018,2029.62,1850.46,4.14,95.86,3.9,645.41,50.5,0.08,0.08,-2.41,-1.7,-9.96,0.0,0.0,0.0,7.1,0
[024910],경창산업,12,2018,46.85,32.76,77.46,22.54,343.7,2.01,-26.26,-8.72,-2.19,-7.1,-23.59,179.53,0.0,0.0,-0.0,18.54,0
[012200],계양전기,12,2018,233.57,150.15,29.98,70.02,42.82,11.61,26.38,1.02,0.72,4.9,1.59,4.11,0.0,0.0,0.0,-2.48,0
[002140],고려산업,12,2018,109.0,82.81,57.1,42.9,133.08,17.04,4.4,0.91,0.41,17.21,3.06,-11.09,20.54,183.68,1092.71,-7.39,0
[198440],고려시멘트,12,2018,168.76,154.43,32.17,67.83,47.42,3.23,15.96,1.42,0.95,10.06,11.78,8.4,17.62,566.33,305.66,4.21,0
[010130],고려아연,12,2018,895.24,596.11,7.39,92.61,7.98,111.05,45.47,0.0,0.0,2.38,3.87,-16.74,0.0,0.0,0.0,150.2,0
[002240],고려제강,12,2018,118.89,78.92,21.81,78.19,27.89,1.27,2.86,0.0,0.0,-0.52,1.16,-8.07,8.47,148.49,1034.28,11.44,0
[014570],고려제약,12,2018,776.29,633.29,13.93,86.07,16.18,83.52,60.82,2.74,2.35,9.23,10.23,-11.09,0.0,0.0,0.0,56.95,0
[098460],고영,12,2018,601.62,551.02,18.11,81.89,22.12,46.68,68.99,0.0,0.0,36.12,39.09,14.25,22.63,340.94,85.2,88.73,0
[215000],골프존,12,2018,255.36,240.13,22.45,77.55,28.94,97.34,32.05,2.86,2.19,6.51,8.84,3.85,19.41,525.6,147.37,60.34,0
[009290],광동제약,12,2018,179.41,114.37,32.32,67.68,47.75,18.72,22.07,0.0,0.0,0.87,3.64,-2.96,29.71,165.36,379.21,14.18,0
[014200],광림,12,2018,144.73,125.71,48.84,51.16,95.47,6.8,19.02,-9.8,-4.81,-36.04,-31.51,-15.07,0.0,0.0,0.0,1.08,0
[017040],광명전기,12,2018,196.18,160.38,31.83,68.17,46.69,90.71,26.11,1.05,0.69,-3.3,3.45,-0.31,0.0,0.0,0.0,-11.21,0
[017900],광전자,12,2018,600.98,495.28,13.61,86.39,15.76,42.09,41.17,1.2,1.04,10.25,9.18,-12.09,0.0,0.0,0.0,35.58,0
[037710],광주신세계,12,2018,103.59,100.09,10.85,89.15,12.17,62.74,0.39,1.88,1.67,6.29,7.13,-1.04,5.0,844.46,-743.57,71.3,0
[026910],광진실업,12,2018,344.24,161.78,19.6,80.4,24.38,60.59,36.93,0.23,0.18,-6.68,0.55,-8.41,0.0,0.0,0.0,10.88,0
[053270],구영테크,12,2018,99.28,75.54,60.5,39.5,153.18,6.92,-0.21,0.0,0.0,4.95,22.84,-2.44,14.32,223.09,-1475.64,-2.61,0
[007690],국도화학,12,2018,161.64,112.56,37.27,62.73,59.41,9.87,17.5,1.86,1.19,8.82,4.75,2.46,30.65,237.2,431.23,-10.05,0
[005320],국동,12,2018,120.57,89.99,48.27,51.73,93.3,1.8,9.93,0.84,0.43,7.42,8.08,16.89,43.88,273.49,1187.94,-10.27,0
[001140],국보,12,2018,41.57,40.3,74.61,25.39,293.84,0.93,-35.74,-7.31,-1.75,-34.69,-27.81,-41.6,0.0,0.0,-0.0,-17.5,0
[043650],국순당,12,2018,627.32,519.07,8.01,91.99,8.71,205.79,23.92,1.92,1.76,5.94,6.13,-11.3,0.0,0.0,0.0,89.21,0
[006050],국영지앤엠,12,2018,292.76,261.99,14.23,85.77,16.59,111.74,27.43,-0.17,-0.14,-8.72,-1.64,-69.76,0.0,0.0,0.0,58.83,0
[078130],국일제지,12,2018,83.96,60.72,50.99,49.01,104.05,4.0,-7.85,-0.99,-0.51,6.57,-3.44,-11.17,0.0,0.0,-0.0,-8.84,0
[002720],국제약품,12,2018,111.38,82.62,45.88,54.12,84.77,6.95,4.38,0.0,0.0,-4.51,0.65,-5.78,20.75,173.79,1094.04,23.29,0
[019010],그랜드백화점,12,2018,100.23,99.1,40.18,59.82,67.18,5.19,0.06,0.05,0.03,12.66,15.62,-5.89,0.0,0.0,-0.0,3.67,1
[083420],그린케미칼,12,2018,108.34,73.57,43.28,56.72,76.31,7.03,3.15,0.0,0.0,-3.17,-2.28,-13.92,33.06,298.8,3258.47,18.25,0
[014530],극동유화,12,2018,173.91,145.36,42.23,57.77,73.11,18.26,18.76,2.41,1.38,3.88,6.14,39.33,0.0,0.0,0.0,10.85,0
[019660],글로본,12,2018,133.78,129.76,41.1,58.9,69.79,92.27,13.6,1.66,1.13,65.71,16.95,161.06,0.0,0.0,0.0,0.52,0
[014280],금강공업,12,2018,79.53,61.14,57.12,42.88,133.22,16.57,-9.86,0.0,0.0,6.73,3.33,-33.26,16.38,180.5,-374.76,3.73,0
[053260],금강철강,12,2018,432.33,397.39,17.25,82.75,20.84,64.2,52.47,1.05,0.88,1.77,0.61,-10.06,0.0,0.0,0.0,70.71,0
[001570],금양,12,2018,46.53,37.88,68.37,31.63,216.15,9.23,-35.61,10.02,2.5,-6.95,57.39,14.72,23.51,431.54,-166.82,-0.5,0
[214330],금호에이치티,12,2018,191.78,147.63,43.08,56.92,75.69,54.67,28.86,0.0,0.0,57.28,34.34,-17.42,25.12,176.61,203.0,0.0,0
[001210],금호전기,12,2018,52.8,38.83,73.56,26.44,278.28,10.86,-27.22,-28.68,-11.94,-40.67,-70.92,-31.79,0.0,0.0,-0.0,7.33,0
[073240],금호타이어,12,2018,154.76,128.44,59.76,40.24,148.52,28.09,11.74,-12.96,-4.89,-7.43,4.92,1.3,15.19,271.03,1689.06,6.76,0
[049080],기가레인,12,2018,117.96,72.99,62.06,37.94,163.61,5.45,8.09,-7.61,-3.33,-1.92,-24.88,17.73,16.1,98.53,1034.37,-8.52,0
[035460],기산텔레콤,12,2018,573.32,474.93,14.53,85.47,17.01,148.61,55.72,-4.48,-3.68,-23.2,-17.47,-37.19,0.0,0.0,0.0,-45.77,0
[013700],까뮤이앤씨,12,2018,68.69,65.51,58.13,41.87,138.81,5.61,-13.73,0.73,0.31,1.65,0.77,-37.45,0.0,0.0,-0.0,-8.23,0
[004540],깨끗한나라,12,2018,50.42,28.66,71.9,28.1,255.83,1.42,-27.63,-5.73,-1.74,3.54,-10.72,-42.57,0.0,0.0,-0.0,-5.2,0
[121600],나노신소재,12,2018,960.61,412.55,9.44,90.56,10.42,91.84,64.05,2.21,2.03,10.16,7.03,8.93,0.0,0.0,0.0,37.59,0
[039860],나노엔텍,12,2018,505.34,394.99,15.2,84.8,17.93,125.52,45.69,2.81,2.02,0.56,44.53,6.11,13.66,108.94,97.6,30.53,0
[091970],나노캠텍,12,2018,142.21,134.67,33.03,66.97,49.33,35.69,13.9,0.46,0.32,37.98,21.55,-18.4,0.0,0.0,0.0,-19.21,0
[051490],나라엠앤디,12,2018,111.24,48.48,54.8,45.2,121.24,5.23,5.21,1.24,0.57,7.09,2.57,-20.56,0.0,0.0,0.0,2.9,0
[190510],나무가,12,2018,155.71,155.16,50.63,49.37,102.54,23.88,27.22,7.76,3.4,5.63,37.02,177.78,53.8,16096.66,759.02,11.05,0
[242040],나무기술,12,2018,181.35,169.19,55.34,44.66,123.9,8.43,38.34,-13.24,-5.59,94.29,131.37,-48.99,0.0,0.0,0.0,-28.22,0
[138610],나이벡,12,2018,67.79,35.2,52.61,47.39,111.02,11.01,-11.26,-9.04,-4.31,-13.33,-14.45,-76.38,5.42,52.56,-1440.13,-19.65,0
[036800],나이스정보통신,12,2018,261.42,251.19,25.51,74.49,34.25,90.93,40.67,4.02,2.83,1.32,13.77,-5.64,0.0,0.0,0.0,91.67,0
[001260],남광토건,12,2018,107.79,107.65,66.99,33.01,202.92,41.16,4.81,3.09,0.91,-10.53,13.4,144.08,24.94,16096.66,2615.05,5.02,0
[008350],남선알미늄,12,2018,155.58,135.15,42.74,57.26,74.66,15.94,15.58,4.01,2.19,3.62,14.25,-21.23,0.0,0.0,0.0,19.32,0
[003920],남양유업,12,2018,329.34,235.32,15.12,84.88,17.81,33.38,31.36,0.0,0.0,2.08,0.11,-10.54,0.0,0.0,0.0,24.58,0
[025860],남해화학,12,2018,314.71,194.48,22.49,77.51,29.01,17.72,42.46,0.49,0.38,-1.66,0.78,-2.35,0.0,0.0,0.0,6.48,0
[091590],남화토건,12,2018,434.27,434.27,12.79,87.21,14.67,83.1,25.82,0.52,0.45,0.7,0.98,-49.45,0.0,0.0,0.0,11.81,0
[168330],내츄럴엔도텍,12,2018,102.62,80.93,41.31,58.69,70.39,30.79,1.03,-10.31,-6.14,-23.19,-25.13,-133.92,0.0,0.0,0.0,-22.47,0
[072770],네오디안테크놀로지,12,2018,205.99,141.22,41.62,58.38,71.28,50.49,39.54,-2.65,-1.42,-3.32,15.43,33.53,0.0,0.0,0.0,0.42,1
[212560],네오오토,12,2018,98.49,76.68,45.59,54.41,83.79,33.77,-0.4,1.93,1.04,3.94,6.94,16.73,20.61,361.61,-3223.04,33.06,0
[085910],네오티스,12,2018,119.78,102.45,46.13,53.87,85.62,34.2,7.2,1.64,0.92,7.27,-1.53,8.54,13.88,248.47,571.16,8.92,0
[092730],네오팜,12,2018,456.08,404.64,18.3,81.7,22.4,63.64,61.6,7.22,5.98,28.85,24.95,20.04,25.08,290.87,104.72,121.33,0
[290660],네오펙트,12,2018,546.28,522.56,16.9,83.1,20.33,342.88,50.32,-20.83,-8.43,156.2,-72.95,-40.95,3.98,162.22,17.86,-73.42,0
[153460],네이블커뮤니케이션즈,12,2018,560.63,543.39,13.1,86.9,15.08,375.2,59.27,-2.3,-1.99,-9.22,-8.77,31.64,13.44,389.69,61.8,-24.89,0
[007390],네이처셀,12,2018,238.58,204.04,18.43,81.57,22.6,160.23,24.32,1.35,1.07,2.79,9.24,44.11,0.0,0.0,0.0,37.96,0
[033640],네패스,12,2018,94.51,87.25,42.16,57.84,72.89,31.93,-1.87,3.59,1.89,-2.05,19.17,5.58,0.0,0.0,-0.0,36.41,0
[087730],네패스신소재,12,2018,108.56,105.23,62.59,37.41,167.33,1.9,4.89,-9.46,-4.04,156.2,128.59,-66.09,0.0,0.0,0.0,-3.72,1
[002350],넥센타이어,12,2018,173.68,140.26,44.31,55.69,79.58,6.39,13.0,2.62,1.46,9.88,9.68,-10.21,16.45,276.64,332.16,19.78,0
[137940],넥스트아이,12,2018,246.23,237.22,37.23,62.77,59.32,166.72,21.37,-5.63,-3.38,-14.14,-6.68,-19.17,6.29,535.94,78.95,-2.31,0
[090350],노루페인트,12,2018,119.95,92.85,47.57,52.43,90.72,1.95,6.04,1.26,0.66,2.7,3.25,-1.13,24.49,299.4,1081.88,6.8,0
[194700],노바렉스,12,2018,244.41,193.29,25.03,74.97,33.39,135.63,34.74,0.0,0.0,49.94,53.61,21.12,29.99,244.66,214.41,31.59,0
[332570],노바셀테크놀로지,12,2018,447.95,445.89,27.17,72.83,37.3,255.68,71.18,-34.34,-12.95,156.2,-72.95,-134.25,2.07,37.13,7.87,-117.51,0
[285490],노바텍,12,2018,2029.62,1850.46,4.89,95.11,5.14,645.41,76.66,7.18,6.4,77.22,95.25,15.56,25.34,531.75,88.34,202.65,0
[006280],녹십자,12,2018,300.31,160.71,33.17,66.83,49.63,22.97,33.06,0.0,0.0,0.31,2.29,-6.91,18.08,78.71,138.49,2.33,0
[142280],녹십자엠에스,12,2018,199.54,153.16,73.79,26.21,281.46,17.1,34.26,-12.87,-4.5,7.74,-36.24,-44.64,36.71,205.38,314.01,-0.62,0
[065560],녹원씨엔아이,12,2018,128.2,117.53,32.69,67.31,48.56,19.44,9.26,1.49,0.93,43.49,74.59,760.97,0.0,0.0,-0.0,6.92,0
[069140],누리플랜,12,2018,86.95,84.69,46.71,53.29,87.65,6.32,-4.55,0.43,0.23,6.84,5.88,-22.54,19.82,1569.92,3258.47,-5.62,0
[126870],뉴로스,12,2018,109.53,82.71,56.7,43.3,130.94,1.15,5.25,-3.45,-1.59,20.32,5.91,9.5,8.86,60.49,174.08,-5.54,0
[060260],뉴보텍,12,2018,191.84,162.13,38.26,61.74,61.96,10.64,33.0,-2.67,-1.54,-1.92,13.48,3.21,0.0,0.0,0.0,-8.57,0
[012340],뉴인텍,12,2018,71.29,43.14,64.93,35.07,185.11,3.53,-14.12,-6.76,-2.36,-3.95,-2.72,-5.49,0.0,0.0,-0.0,9.34,0
[270870],뉴트리,12,2018,527.43,469.29,16.71,83.29,20.06,367.5,67.01,0.0,0.0,147.79,309.28,49.08,52.39,487.13,191.02,80.94,0
[222040],뉴트리바이오텍,12,2018,178.79,154.25,41.76,58.24,71.7,2.69,22.83,4.86,2.95,33.9,21.56,19.04,0.0,0.0,0.0,9.27,1
[144960],뉴파워프라즈마,12,2018,579.29,525.64,9.44,90.56,10.43,60.24,39.77,2.72,2.4,1.96,8.08,-31.13,12.92,238.64,83.13,48.36,0
[085670],뉴프렉스,12,2018,139.39,86.75,53.13,46.87,113.34,10.99,13.2,3.25,1.42,10.46,29.34,38.84,0.0,0.0,0.0,14.66,0
[039560],다산네트웍스,12,2018,77.32,69.33,36.9,63.1,58.48,7.4,-6.3,-4.88,-2.95,-10.76,-3.39,7.43,3.69,179.3,-149.4,10.04,0
[058730],다스코,12,2018,169.51,117.51,40.38,59.62,67.72,20.13,24.64,3.65,2.06,-5.99,4.78,-18.8,0.0,0.0,0.0,29.45,0
[023590],다우기술,12,2018,199.68,198.57,31.73,68.27,46.48,24.83,9.41,0.0,0.0,6.77,2.9,43.94,6.59,7991.44,647.81,21.6,0
[032190],다우데이타,12,2018,82.19,78.04,48.38,51.62,93.73,25.24,-8.06,1.66,0.9,12.31,2.54,21.32,0.0,0.0,-0.0,7.82,0
[068240],다원시스,12,2018,162.32,112.59,41.15,58.85,69.93,13.77,15.88,1.62,0.9,2.67,14.72,-5.22,0.0,0.0,0.0,16.74,0
[008060],대덕전자,12,2018,387.38,316.94,12.69,87.31,14.53,20.45,33.4,8.74,6.4,84.87,88.43,2.07,17.08,209.82,121.07,23.76,0
[020400],대동금속,12,2018,103.05,67.68,61.1,38.9,157.04,5.74,0.88,0.71,0.28,22.6,19.87,3.69,0.0,0.0,-0.0,0.36,0
[008830],대동기어,12,2018,68.34,34.39,65.89,34.11,193.13,2.26,-15.57,0.09,0.03,-5.82,-2.29,10.6,18.53,117.76,-422.02,9.9,0
[048470],대동스틸,12,2018,465.11,335.37,16.26,83.74,19.42,64.03,56.54,0.02,0.02,-7.22,-4.86,-62.19,33.18,150.08,163.34,48.15,0
[004780],대륙제관,12,2018,234.47,153.55,31.37,68.63,45.71,37.59,31.9,0.89,0.59,-2.18,3.58,-25.32,0.0,0.0,0.0,11.03,0
[005750],대림비앤코,12,2018,152.94,98.54,46.79,53.21,87.94,18.82,13.11,0.73,0.4,4.91,-0.47,5.86,20.23,164.45,427.81,12.16,0
[017650],대림제지,12,2018,82.43,68.81,35.81,64.19,55.79,21.64,-2.72,1.62,1.03,10.85,14.34,63.69,0.0,0.0,-0.0,15.71,0
[006570],대림통상,12,2018,158.52,110.1,38.73,61.27,63.22,18.3,22.37,-0.31,-0.18,-13.6,-3.16,-16.94,21.86,128.64,265.35,-18.41,0
[290670],대보마그네틱,12,2018,493.57,420.76,19.86,80.14,24.79,22.07,72.04,4.61,3.51,156.2,309.28,28.24,0.0,0.0,0.0,45.59,0
[001680],대상,12,2018,136.27,90.6,49.75,50.25,98.99,18.21,9.61,0.0,0.0,-3.38,6.6,-6.42,30.01,258.25,807.18,11.16,0
[128820],대성산업,12,2018,38.25,33.2,53.95,46.05,117.16,8.31,-20.34,0.35,0.15,-2.22,14.3,121.29,22.6,1162.26,-271.38,-11.12,0
[117580],대성에너지,12,2018,96.86,96.63,53.76,46.24,116.27,2.32,-1.04,1.09,0.51,1.22,0.69,2.19,29.65,16096.66,-2155.37,14.53,0
[104040],대성파인텍,12,2018,136.75,100.44,43.59,56.41,77.27,42.55,8.4,1.42,0.8,5.93,5.55,-30.2,0.0,0.0,0.0,3.13,0
[009190],대양금속,12,2018,113.35,56.26,65.69,34.31,191.42,13.81,7.74,4.83,1.48,-3.76,21.86,-45.4,0.0,0.0,0.0,14.78,0
[108380],대양전기공업,12,2018,296.62,247.59,19.66,80.34,24.48,109.25,38.43,1.62,1.29,4.98,6.21,-30.26,0.0,0.0,0.0,-8.26,0
[006580],대양제지,12,2018,175.48,160.37,24.87,75.13,33.1,5.26,13.87,8.13,5.35,4.39,39.98,205.31,28.22,986.12,2072.69,105.95,0
[014160],대영포장,12,2018,97.15,72.87,35.84,64.16,55.85,1.17,-0.75,1.97,1.25,5.33,8.59,41.29,0.0,0.0,-0.0,20.79,0
[009320],대우부품,12,2018,103.41,75.12,44.51,55.49,80.2,6.14,1.27,0.75,0.42,7.9,2.89,-4.81,22.95,230.36,3258.47,1.75,0
[069620],대웅제약,12,2018,112.5,67.05,49.98,50.02,99.92,10.23,3.95,0.07,0.03,2.16,-1.64,-0.12,0.0,0.0,0.0,0.0,0
[007680],대원,12,2018,330.88,274.71,35.06,64.94,53.98,126.68,50.93,0.0,0.0,5.37,13.41,16.54,19.82,115.75,111.75,-0.67,0
[048910],대원미디어,12,2018,375.83,236.14,14.9,85.1,17.51,102.85,26.73,0.0,0.0,26.79,28.86,29.4,39.76,369.9,410.6,0.0,0
[006340],대원전선,12,2018,150.03,121.6,56.55,43.45,130.15,0.21,25.52,0.38,0.15,-14.89,1.32,33.45,0.0,0.0,0.0,-8.91,0
[003220],대원제약,12,2018,183.32,107.0,33.51,66.49,50.4,25.09,17.42,3.36,2.35,21.35,9.08,8.61,28.58,178.15,378.67,44.51,0
[024890],대원화성,12,2018,164.91,135.52,38.21,61.79,61.85,29.48,20.92,0.25,0.16,1.57,1.3,-31.75,0.0,0.0,0.0,6.8,0
[290380],대유,12,2018,2029.62,1850.46,10.39,89.61,11.59,645.41,76.11,3.36,2.9,86.86,107.42,9.01,0.0,0.0,0.0,61.04,0
[002880],대유에이텍,12,2018,49.41,48.73,74.7,25.3,295.3,9.77,-31.85,-6.61,-1.94,3.26,-21.89,-11.51,26.49,5827.83,-205.66,2.49,0
[071460],대유위니아,12,2018,99.03,36.87,76.42,23.58,324.05,6.15,-0.52,-5.24,-1.44,-9.09,-31.09,-23.15,41.97,159.73,3258.47,-2.43,1
[000660],대유플러스,12,2018,59.84,50.41,53.06,46.94,113.04,1.41,-12.34,-1.53,-0.85,52.26,4.63,30.86,10.08,397.57,-260.22,10.89,0
[120240],대정화금,12,2018,565.68,477.98,11.02,88.98,12.38,71.59,36.67,2.36,2.08,14.61,16.57,6.89,15.32,211.11,112.43,62.94,0
[003310],대주산업,12,2018,114.63,57.27,42.97,57.03,75.34,1.1,3.58,0.82,0.48,6.28,0.94,-25.67,0.0,0.0,0.0,-4.65,0
[078600],대주전자재료,12,2018,105.37,77.42,50.22,49.78,100.89,34.74,1.23,0.26,0.12,30.24,55.45,22.68,0.0,0.0,-0.0,4.91,0
[065690],대진디엠피,12,2018,356.42,314.02,16.77,83.23,20.14,36.61,42.99,1.23,1.02,1.77,3.54,-8.39,0.0,0.0,0.0,31.09,1
[012800],대창,12,2018,93.49,44.75,58.58,41.42,141.42,4.11,-3.01,2.11,0.85,8.25,14.03,-21.42,28.01,119.71,-2719.49,3.84,0
[015230],대창단조,12,2018,634.29,440.31,12.43,87.57,14.19,54.6,57.74,1.43,1.24,2.13,4.25,-25.76,39.07,203.97,180.86,-29.73,0
[096350],대창솔루션,12,2018,83.42,58.96,63.43,36.57,173.47,8.54,-5.69,-5.57,-2.29,13.17,-10.67,18.52,0.0,0.0,-0.0,-13.45,0
[140520],대창스틸,12,2018,79.58,55.44,56.86,43.14,131.82,1.1,-10.58,-0.27,-0.12,-1.8,-3.08,1.36,0.0,0.0,-0.0,10.52,0
[131220],대한과학,12,2018,316.57,112.02,20.55,79.45,25.86,24.56,35.33,1.27,0.97,1.47,10.03,2.57,26.25,77.32,207.66,34.95,0
[010170],대한광통신,12,2018,246.36,206.27,39.48,60.52,65.23,117.59,38.24,3.65,2.23,102.37,97.3,6.12,0.0,0.0,0.0,-6.82,0
[054670],대한뉴팜,12,2018,119.03,94.06,60.38,39.62,152.41,16.48,8.49,1.29,0.53,-10.74,-16.71,-9.74,0.0,0.0,0.0,31.18,0
[001070],대한방직,12,2018,243.94,189.9,34.18,65.82,51.93,126.05,37.09,0.5,0.28,-26.48,0.59,-47.39,16.32,127.35,135.77,-18.68,0
[023910],대한약품,12,2018,189.14,151.6,40.21,59.79,67.25,72.99,21.07,5.56,3.4,27.3,21.13,9.97,0.0,0.0,0.0,47.61,0
[006650],대한유화,12,2018,310.27,183.92,13.17,86.83,15.16,29.45,14.74,4.08,3.29,-0.58,15.5,10.86,0.0,0.0,0.0,137.79,0
[001440],대한전선,12,2018,173.19,120.51,69.41,30.59,226.92,30.99,20.66,0.39,0.12,-2.98,-1.69,-2.13,32.15,221.12,437.47,0.0,0
[084010],대한제강,12,2018,219.3,148.05,26.94,73.06,36.87,44.9,29.89,-1.39,-0.98,-13.69,-6.89,-48.92,40.97,237.24,395.92,-8.75,0
[001790],대한제당,12,2018,171.14,99.21,53.75,46.25,116.22,22.71,19.26,0.36,0.17,-1.16,-0.63,20.13,0.0,0.0,0.0,2.31,0
[001130],대한제분,12,2018,417.87,335.4,8.73,91.27,9.57,109.93,23.8,1.37,1.24,2.58,3.56,-1.19,0.0,0.0,0.0,48.72,0
[003490],대한항공,12,2018,47.31,33.84,88.16,11.84,629.87,15.47,-16.27,-0.92,-0.13,4.04,-21.44,-6.66,0.0,0.0,-0.0,12.02,0
[005880],대한해운,12,2018,60.72,53.57,72.06,27.94,257.93,11.34,-10.04,1.38,0.39,10.89,8.56,-5.71,0.0,0.0,-0.0,12.59,0
[003830],대한화섬,12,2018,100.33,48.03,14.57,85.43,17.05,5.36,0.02,2.29,1.94,4.39,6.32,-37.23,4.71,172.66,-2559.75,4.34,0
[016090],대현,12,2018,312.24,143.41,28.32,71.68,39.5,4.35,44.65,0.0,0.0,4.91,7.33,2.69,0.0,0.0,0.0,23.01,0
[069460],대호에이엘,12,2018,82.95,48.63,67.04,32.96,203.41,15.18,-9.65,0.68,0.22,0.4,8.5,-4.42,0.0,0.0,-0.0,11.18,0
[067080],대화제약,12,2018,63.37,46.7,46.55,53.45,87.11,6.0,-13.19,2.03,1.07,-3.46,-0.12,-12.44,0.0,0.0,-0.0,12.43,0
[012510],더존비즈온,12,2018,159.34,157.84,35.64,64.36,55.39,46.8,19.6,0.0,0.0,0.83,-1.88,5.46,20.29,4972.68,314.27,62.72,0
[213420],덕산네오룩스,12,2018,527.29,355.85,12.09,87.91,13.75,278.96,36.46,0.0,0.0,7.42,15.07,-6.64,14.65,109.7,104.23,0.0,0
[077360],덕산하이메탈,12,2018,952.33,840.24,4.14,95.86,4.01,645.41,28.51,0.94,0.91,5.17,4.84,-12.28,0.0,0.0,0.0,115.04,0
[004830],덕성,12,2018,211.57,159.23,36.09,63.91,56.47,12.42,29.26,-0.79,-0.5,-5.41,-3.82,-30.78,19.76,144.33,179.7,1.52,0
[090410],덕신하우징,12,2018,178.49,136.13,39.27,60.73,64.67,26.1,23.1,2.89,1.73,10.18,13.96,14.43,0.0,0.0,0.0,35.25,0
[024900],덕양산업,12,2018,89.77,88.64,86.94,13.06,629.87,18.84,-7.3,0.11,0.02,35.25,-2.46,65.97,53.8,8899.27,-1662.18,11.18,0
[263600],덕우전자,12,2018,402.66,333.44,13.19,86.81,15.19,85.04,39.04,-0.48,-0.39,-13.79,-4.22,-57.3,0.0,0.0,0.0,-37.84,0
[263800],데이타솔루션,12,2018,162.02,146.58,51.2,48.8,104.9,34.39,31.41,-3.63,-1.74,-14.78,-11.83,-33.4,42.69,315.89,377.99,-9.48,0
[145720],덴티움,12,2018,119.54,93.33,53.11,46.89,113.28,0.58,5.84,4.81,2.4,38.25,20.1,10.94,0.0,0.0,0.0,-1.81,0
[067990],도이치모터스,12,2018,76.3,56.46,71.43,28.57,249.96,15.05,-12.22,3.35,0.83,-12.76,15.57,0.93,0.0,0.0,-0.0,23.45,0
[006620],동구바이오제약,12,2018,205.51,153.33,30.86,69.14,44.63,16.53,28.95,2.08,1.27,37.95,91.01,0.84,29.14,193.6,298.17,-2.46,0
[001620],동국실업,12,2018,55.95,52.62,57.39,42.61,134.68,0.14,-21.91,-0.05,-0.02,12.46,5.57,27.17,25.32,1426.33,-310.27,9.22,1
[075970],동국알앤에스,12,2018,149.03,96.69,38.56,61.44,62.76,9.73,13.3,0.96,0.58,-0.46,1.24,10.61,0.0,0.0,0.0,17.74,0
[086450],동국제약,12,2018,312.85,242.67,22.42,77.58,28.9,67.73,41.41,0.0,0.0,19.44,16.6,9.41,0.0,0.0,0.0,29.65,0
[023450],동남합성,12,2018,141.57,81.67,32.12,67.88,47.32,0.76,8.46,2.6,1.61,-1.16,20.19,60.96,38.2,324.62,2022.3,56.22,0
[004140],동방,12,2018,38.98,37.56,75.91,24.09,315.16,2.17,-39.17,0.76,0.2,6.19,-8.42,13.02,26.18,2984.3,-174.96,4.74,0
[099410],동방선기,12,2018,673.84,554.5,13.59,86.41,15.73,5.6,36.51,-1.99,-1.73,-4.66,-5.13,-142.51,0.0,0.0,0.0,0.26,0
